,Source Account,Text,Date,Tweets Ago,Compound,Positive,Neutral,Negative
126,@CBS,RT @dramatistsguild: The Dramatists Guild Statement about the 2018 Tony Awards. #YourPenOurSword @CBS @TheTonyAwards https://t.co/YG10TV7VY…,Wed Jun 13 22:28:50 +0000 2018,27,0.4588,0.176,0.0,0.824
127,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:27:39 +0000 2018,28,-0.2732,0.0,0.104,0.896
128,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:27:23 +0000 2018,29,-0.2732,0.0,0.104,0.896
129,@CBS,"RT @goforward: Follow @CBS and Forward member Devin Breen through a visit at our #LosAngeles location, as we continue to move #health forwa…",Wed Jun 13 22:27:09 +0000 2018,30,0.0,0.0,0.0,1.0
130,@CBS,The 2018 #tonyawards  show is now available to watch --buy on Amazon! https://t.co/OBFFZcpsaG… https://t.co/SAhbi5Cs3s,Wed Jun 13 22:27:04 +0000 2018,31,0.2481,0.133,0.0,0.867
131,@CBS,"@realDonaldTrump Why hasn't the FCC pulled @nbc @CBS @ABCNetwork rights to public airwaves?
These companies clearly… https://t.co/ff3kfn7iRC",Wed Jun 13 22:26:25 +0000 2018,32,0.0,0.0,0.0,1.0
132,@CBS,RT @kamorris360: @RepJayapal My heart is breaking!!!! Please please do something!! We need to abolish ICE !!!!! @MSNBC @NBC @ABC @CBS @CBSN…,Wed Jun 13 22:26:25 +0000 2018,33,0.6973,0.224,0.0,0.776
133,@CBS,RT @dramatistsguild: The Dramatists Guild Statement about the 2018 Tony Awards. #YourPenOurSword @CBS @TheTonyAwards https://t.co/YG10TV7VY…,Wed Jun 13 22:26:14 +0000 2018,34,0.4588,0.176,0.0,0.824
134,@CBS,"We Love you POTUS Trump! 
You are an American Patriot President cut from the same cloth as the Founding Fathers.
Go… https://t.co/ssAQyxKW3o",Wed Jun 13 22:25:59 +0000 2018,35,0.5255,0.169,0.079,0.752
135,@CBS,"@realDonaldTrump We Love you POTUS Trump! 
You are an American Patriot President cut from the same cloth as the Fou… https://t.co/lGdVxDNIw4",Wed Jun 13 22:25:53 +0000 2018,36,0.5255,0.176,0.082,0.742
136,@CBS,The 2018 #tonyawards show is now available to watch/buy on Amazon! https://t.co/OBFFZcpsaG https://t.co/BCK7O9Lw88… https://t.co/8XWUx6daJs,Wed Jun 13 22:25:40 +0000 2018,37,0.2481,0.133,0.0,0.867
137,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:24:51 +0000 2018,38,-0.2732,0.0,0.104,0.896
138,@CBS,@TVInsider I know one thing I am done watching @CBS after they cancelled #scorpion on that ending.  Viewers deserve a decent ending,Wed Jun 13 22:24:51 +0000 2018,39,-0.25,0.0,0.1,0.9
139,@CBS,@RepJayapal My heart is breaking!!!! Please please do something!! We need to abolish ICE !!!!! @MSNBC @NBC @ABC… https://t.co/Nvn8BbgO9g,Wed Jun 13 22:24:46 +0000 2018,40,0.6973,0.253,0.0,0.747
140,@CBS,https://t.co/BK654Ul39I @EmmanuelMacron @POTUS @VP @SecPompeo @SebGorka @MarkSteynOnline @TuckerCarlson… https://t.co/oklTybdehK,Wed Jun 13 22:24:08 +0000 2018,41,0.0,0.0,0.0,1.0
141,@CBS,"RT @SeemaTrivedi6: If the Dubai Marriott can sack @atulkochhar, then what must @ABCNetwork do to Sharbari Ahmed who went public with an ent…",Wed Jun 13 22:24:05 +0000 2018,42,0.0,0.0,0.0,1.0
142,@CBS,@CBS king of queens reboot??,Wed Jun 13 22:23:39 +0000 2018,43,0.0,0.0,0.0,1.0
143,@CBS,"RT @SeemaTrivedi6: If the Dubai Marriott can sack @atulkochhar, then what must @ABCNetwork do to Sharbari Ahmed who went public with an ent…",Wed Jun 13 22:23:34 +0000 2018,44,0.0,0.0,0.0,1.0
144,@CBS,Spread the word people @CBS @CBSTVStudios u made a HUGE!!! Mistake cancelling @CodeBlackCBS please renew for anothe… https://t.co/FblEY5Kd8z,Wed Jun 13 22:23:03 +0000 2018,45,0.4605,0.277,0.187,0.535
145,@CBS,RT @MeganBl90409101: Pls keep signing and tweeting! #Deception fans are the best! Such a great fandom!! @ABCNetwork @bensherwood @GBerlanti…,Wed Jun 13 22:22:20 +0000 2018,46,0.8949,0.418,0.0,0.582
146,@CBS,"RT @SeemaTrivedi6: If the Dubai Marriott can sack @atulkochhar, then what must @ABCNetwork do to Sharbari Ahmed who went public with an ent…",Wed Jun 13 22:22:16 +0000 2018,47,0.0,0.0,0.0,1.0
147,@CBS,RT @GailHurt3: @netflix @hulu  would you consider picking up the canceled @ScorpionCBS for a season 5 or making a movie to show fans how ou…,Wed Jun 13 22:22:11 +0000 2018,48,0.0,0.0,0.0,1.0
148,@CBS,RT @dramatistsguild: The Dramatists Guild Statement about the 2018 Tony Awards. #YourPenOurSword @CBS @TheTonyAwards https://t.co/YG10TV7VY…,Wed Jun 13 22:21:47 +0000 2018,49,0.4588,0.176,0.0,0.824
149,@CBS,RT @GailHurt3: @CBSTVStudios Not when you show no concern for loyal viewers. #SaveScorpion  @CBS will cancel your favorite show after you g…,Wed Jun 13 22:21:10 +0000 2018,50,0.4404,0.216,0.148,0.636
150,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:21:10 +0000 2018,51,-0.2732,0.0,0.104,0.896
151,@CBS,RT @sandyErivers: @waltb31 @worldflood1 @realDonaldTrump This is absolute...at least 3 Russian tankers of steel have been loading up the US…,Wed Jun 13 22:21:04 +0000 2018,52,0.0,0.0,0.0,1.0
152,@CBS,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,Wed Jun 13 22:20:41 +0000 2018,53,0.4215,0.157,0.0,0.843
153,@CBS,"RT @Anncostanza1: The Liberal Press are looking ""crazier &amp; crazier"" by the day! Unhinged, lying manipulative, exposed #Trump haters!
@Acost…",Wed Jun 13 22:20:28 +0000 2018,54,-0.8264,0.0,0.416,0.584
154,@CBS,@Cernovich @MSNBC @ABC @NBCNews @CBS @cnnbrk @CNN @nytimes @maggieNYT @dcexaminer @washingtonpost,Wed Jun 13 22:20:14 +0000 2018,55,0.0,0.0,0.0,1.0
155,@CBS,RT @Brooke_Ashley30: #Deception was not given a fair chance by @ABCNetwork. Please #SaveDeception @USA_Network @tntdrama @CBS @GBerlanti @b…,Wed Jun 13 22:20:09 +0000 2018,56,-0.1032,0.115,0.185,0.7
156,@CBS,"RT @SeemaTrivedi6: If the Dubai Marriott can sack @atulkochhar, then what must @ABCNetwork do to Sharbari Ahmed who went public with an ent…",Wed Jun 13 22:19:31 +0000 2018,57,0.0,0.0,0.0,1.0
157,@CBS,@SenJeffMerkley @RepRoKhanna @KamalaHarris @SenFeinstein @ACLU @HRW @amnestyusa @washingtonpost @nytimes @ABC @CBS @NPR @NewsHour,Wed Jun 13 22:19:30 +0000 2018,58,0.0,0.0,0.0,1.0
158,@CBS,@AL_P26 @KingKongTomGOAT @RuwaydaMustafah @realDonaldTrump @VP @SenateGOP @SenateDems @HouseGOP @HouseDemocrats… https://t.co/abNLs0PAbr,Wed Jun 13 22:19:20 +0000 2018,59,0.0,0.0,0.0,1.0
159,@CBS,RT @wayneabirch: @pattysartwork @ScorpionCBS @CBS This is great! The endings the fans deserve.  Loved Cabe's ending lol. I'm going to miss…,Wed Jun 13 22:18:54 +0000 2018,60,0.902,0.381,0.0,0.619
160,@CBS,"Once again!!  @thedemocrats controlled #msm had to get their News from @BretBaier @FoxNews 

@cnn @nytimes… https://t.co/v8LttikNpB",Wed Jun 13 22:18:47 +0000 2018,61,0.0,0.0,0.0,1.0
161,@CBS,RT @RobertDRoseJr1: I'll pay the rooms of ANY congressional leader willing to learn the truth to the harm they are doing to millions of vet…,Wed Jun 13 22:18:47 +0000 2018,62,-0.3818,0.079,0.168,0.753
162,@CBS,@leedsgarcia @ABC @CBS @NBC do any of you know about this?,Wed Jun 13 22:18:36 +0000 2018,63,0.0,0.0,0.0,1.0
163,@CBS,RT @dramatistsguild: The Dramatists Guild Statement about the 2018 Tony Awards. #YourPenOurSword @CBS @TheTonyAwards https://t.co/YG10TV7VY…,Wed Jun 13 22:18:29 +0000 2018,64,0.4588,0.176,0.0,0.824
164,@CBS,"RT @Anncostanza1: The Liberal Press are looking ""crazier &amp; crazier"" by the day! Unhinged, lying manipulative, exposed #Trump haters!
@Acost…",Wed Jun 13 22:18:24 +0000 2018,65,-0.8264,0.0,0.416,0.584
165,@CBS,@AL_P26 @KingKongTomGOAT @RuwaydaMustafah @realDonaldTrump @VP @SenateGOP @SenateDems @HouseGOP @HouseDemocrats… https://t.co/KRRL66nsLe,Wed Jun 13 22:18:14 +0000 2018,66,0.0,0.0,0.0,1.0
166,@CBS,"U.S. UK sells weapons , fuel and gives targeting assistance for war on poorest nation in region , YEMEN ""worlds wor… https://t.co/D94eh66DXn",Wed Jun 13 22:18:03 +0000 2018,67,-0.8834,0.0,0.377,0.623
167,@CBS,"RT @SeemaTrivedi6: If the Dubai Marriott can sack @atulkochhar, then what must @ABCNetwork do to Sharbari Ahmed who went public with an ent…",Wed Jun 13 22:18:00 +0000 2018,68,0.0,0.0,0.0,1.0
168,@CBS,"I want bobby moyini, deyhim,. Vahedian, ardestani, razmzan talaat, hashemi, bream, shady, shadi, cavuto, babai out… https://t.co/y8iqSuF28z",Wed Jun 13 22:17:48 +0000 2018,69,0.0772,0.08,0.0,0.92
169,@CBS,RT @dramatistsguild: The Dramatists Guild Statement about the 2018 Tony Awards. #YourPenOurSword @CBS @TheTonyAwards https://t.co/YG10TV7VY…,Wed Jun 13 22:17:32 +0000 2018,70,0.4588,0.176,0.0,0.824
170,@CBS,"RT @Anncostanza1: The Liberal Press are looking ""crazier &amp; crazier"" by the day! Unhinged, lying manipulative, exposed #Trump haters!
@Acost…",Wed Jun 13 22:17:19 +0000 2018,71,-0.8264,0.0,0.416,0.584
171,@CBS,"RT @TearsInHeaven09: WHAT?!? WOW. SHAME ON @NBC

@MADDOW @Lawrence @MSNBC @CNN @nytimes @ABC @CBS @NBC @PBS @AP @thehill @politico @WSJ @BB…",Wed Jun 13 22:17:01 +0000 2018,72,0.3296,0.185,0.137,0.678
172,@CBS,@CBSThisMorning @DierksBentley @JanCBS @CBS Good for him! Will save his sanity.,Wed Jun 13 22:16:51 +0000 2018,73,0.75,0.415,0.0,0.585
173,@CBS,@CNN @CNNPolitics @ABC @ABCPolitics @abcnews @CBSNews @CBS @nbc @NBCNews @NBCPolitics @MSNBC @msnb https://t.co/YLrwi1olid,Wed Jun 13 22:16:44 +0000 2018,74,0.0,0.0,0.0,1.0
174,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:16:21 +0000 2018,75,-0.2732,0.0,0.104,0.896
175,@CBS,"RT @priyaakulkarni2: Fire Priyanka Chopra 

I stopped buying @Pantene in the US becoz of their brand Ambassador who potrayed Hindus as terr…",Wed Jun 13 22:16:18 +0000 2018,76,-0.5106,0.0,0.185,0.815
176,@CBS,"RT @Anncostanza1: The Liberal Press are looking ""crazier &amp; crazier"" by the day! Unhinged, lying manipulative, exposed #Trump haters!
@Acost…",Wed Jun 13 22:16:13 +0000 2018,77,-0.8264,0.0,0.416,0.584
177,@CBS,RT @killianfleury45: Exactly !!! @CBS #SaveScorpion https://t.co/lDspiSMaJ4,Wed Jun 13 22:15:35 +0000 2018,78,0.0,0.0,0.0,1.0
178,@CBS,@DanaScorpion @tvfan00 @CBS Happy #GabelDay to you!! #SaveScorpion,Wed Jun 13 22:15:22 +0000 2018,79,0.6467,0.38,0.0,0.62
179,@CBS,"RT @DanaScorpion: Happy #GabelDay guys !!! And #SaveScorpion, of course ! ❤️🦂 (.@CBS we’re still here 👋🏻) https://t.co/d9MEgloYy5",Wed Jun 13 22:14:47 +0000 2018,80,0.7067,0.233,0.0,0.767
180,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:14:21 +0000 2018,81,-0.2732,0.0,0.104,0.896
181,@CBS,"RT @TearsInHeaven09: WHAT?!? WOW. SHAME ON @NBC

@MADDOW @Lawrence @MSNBC @CNN @nytimes @ABC @CBS @NBC @PBS @AP @thehill @politico @WSJ @BB…",Wed Jun 13 22:14:20 +0000 2018,82,0.3296,0.185,0.137,0.678
182,@CBS,RT @JKCorden: Tonight’s show a Drop The Mic with @aplusk and @Diddy plus @BTS_twt give an incredible performance @CBS 12.30 x,Wed Jun 13 22:13:49 +0000 2018,83,-0.2732,0.0,0.104,0.896
183,@CNN,"RT @CNN: Laura Ingraham says EPA chief Scott Pruitt has ""gotta go.""

The Fox News host has become one of the first of President Trump's top…",Wed Jun 13 22:37:11 +0000 2018,1,0.0,0.0,0.0,1.0
184,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:37:11 +0000 2018,2,-0.624,0.0,0.132,0.868
185,@CNN,"RT @realFFK: When will the liberal elites, the globalists and the int. television networks like @CNN accept the fact that @realDonaldTrump…",Wed Jun 13 22:37:10 +0000 2018,3,0.6249,0.212,0.0,0.788
186,@CNN,@CNN your staff is the farthest thing from being journalists,Wed Jun 13 22:37:10 +0000 2018,4,0.0,0.0,0.0,1.0
187,@CNN,RT @WalshFreedom: Is there not one Republican in the House or the Senate who has the balls and the decency to stand up to this President an…,Wed Jun 13 22:37:10 +0000 2018,5,0.0,0.0,0.0,1.0
188,@CNN,@WalshFreedom @jaketapper @NBCNews @CNN Should be pretty clear right now that the elected or trying to be elected G… https://t.co/RkaYZ5gQRV,Wed Jun 13 22:37:08 +0000 2018,6,0.7003,0.244,0.0,0.756
189,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:37:05 +0000 2018,7,0.2023,0.091,0.0,0.909
190,@CNN,"RT @CNN: IQ scores have been steadily falling for the last few decades, and environmental factors are to blame, a new study says https://t.…",Wed Jun 13 22:37:04 +0000 2018,8,-0.4588,0.0,0.16,0.84
191,@CNN,@Golfinggary5221 @CNN  #AntiAmerican #HACKS !! #FAKENEWSSCUM ! #MAGA🇺🇸✊🏻 #PatriotsForAmerica🇺🇸✊🏻 #OURPatriotPotus !… https://t.co/q5jEBzA0ZC,Wed Jun 13 22:37:03 +0000 2018,9,0.0,0.0,0.0,1.0
192,@CNN,"@BreitbartNews Well @wolfblitzer and @CNN, as my mother used to say, ""The proof is in the pudding."" If you are not… https://t.co/kKFenSgrjD",Wed Jun 13 22:37:02 +0000 2018,10,0.2732,0.091,0.0,0.909
193,@CNN,@kleverkiddos @CNN It's not. When Asians in boats goes 10000 miles to Australia ... And the Latinos cannot? Also a… https://t.co/9Yv09M64Xs,Wed Jun 13 22:37:02 +0000 2018,11,0.0,0.0,0.0,1.0
194,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:37:01 +0000 2018,12,0.2023,0.091,0.0,0.909
195,@CNN,@TrumpTrainMRA4 @OANN @POTUS @CNN @Acosta @realDonaldTrump @PressSec Good 👍,Wed Jun 13 22:37:01 +0000 2018,13,0.4404,0.293,0.0,0.707
196,@CNN,"RT @CNN: Meet the master architect behind Japan's remote ""art island"" | via @CNNStyle https://t.co/yDJqF0nM6A https://t.co/107tYDeL66",Wed Jun 13 22:37:01 +0000 2018,14,0.0,0.0,0.0,1.0
197,@CNN,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:37:01 +0000 2018,15,-0.8176,0.0,0.347,0.653
198,@CNN,@JimiChanga2shea @Acosta @PressSec @POTUS @WhiteHouse @whpresscorps @CNN @Acosta causes too much disruption &amp; disre… https://t.co/ySh0riwMbX,Wed Jun 13 22:37:01 +0000 2018,16,-0.3612,0.0,0.152,0.848
199,@CNN,"RT @TrumpTrainMRA4: @OANN reporting @POTUS Trump’s Administration 
Has contacted @CNN and asked for the 
#CubanTerrorist credentials be rev…",Wed Jun 13 22:37:01 +0000 2018,17,0.0,0.0,0.0,1.0
200,@CNN,"RT @mc12_55: Why isn't every news organization at these detention centers with their cameras?
@AP 
@MSNBC 
@CNN 
@ABC 
@CBSNews 
@maddow 
@…",Wed Jun 13 22:37:00 +0000 2018,18,-0.3612,0.0,0.111,0.889
201,@CNN,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:59 +0000 2018,19,-0.8176,0.0,0.347,0.653
202,@CNN,@CNN What about destroying a baby inside a mother? Do you care about that?,Wed Jun 13 22:36:59 +0000 2018,20,-0.1926,0.186,0.231,0.583
203,@CNN,RT @CNN: What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-driving cars na…,Wed Jun 13 22:36:59 +0000 2018,21,0.0,0.0,0.0,1.0
204,@CNN,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:58 +0000 2018,22,-0.8176,0.0,0.347,0.653
205,@CNN,"RT @Covfefefucius: Today:
1. @SenSchumer said @realDonaldTrump is ""All Cattle &amp; No Hat"" vs ""All Hat &amp; No Cattle""
2. @TheJuanWilliams said 3…",Wed Jun 13 22:36:58 +0000 2018,23,-0.5267,0.0,0.173,0.827
206,@CNN,"RT @jasonzweigwsj: Initiative to break California into 3 states qualifies for November ballot @CNN https://t.co/Ic7r9w8afn

I propose:
Sili…",Wed Jun 13 22:36:58 +0000 2018,24,0.0,0.0,0.0,1.0
207,@CNN,RT @ElderLansing: 28 year old Porsha Owens was killed Monday in St. Louis in an apparent car jacking/robbery. Making this tragedy worse is…,Wed Jun 13 22:36:57 +0000 2018,25,-0.9306,0.0,0.391,0.609
208,@CNN,"@Patriot_Mom_17 @molly649 @Acosta @CNN Ummm, looking at their ratings, they probably don't.",Wed Jun 13 22:36:57 +0000 2018,26,0.0,0.0,0.0,1.0
209,@CNN,RT @CNN: BREAKING: Comcast bids $65 billion for most of 21st Century Fox https://t.co/yYDqYBG2ZH https://t.co/Z4YiwF187V,Wed Jun 13 22:36:57 +0000 2018,27,0.0,0.0,0.0,1.0
210,@CNN,"RT @CNN: For most of their annual meeting this week in Dallas, Southern Baptists have talked about spiritual matters.

But the gathering to…",Wed Jun 13 22:36:56 +0000 2018,28,0.0258,0.048,0.0,0.952
211,@CNN,"@CNN Ahahaha I’m just kidding, wanted to see how it felt like to be on the “right” and I’ve NEVER felt so aweful.....",Wed Jun 13 22:36:56 +0000 2018,29,0.4404,0.157,0.0,0.843
212,@CNN,RT @CNN: An undocumented immigrant from Honduras sobbed as she told an attorney how federal authorities took her daughter while she breastf…,Wed Jun 13 22:36:55 +0000 2018,30,-0.4404,0.0,0.121,0.879
213,@CNN,RT @CNN: What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-driving cars na…,Wed Jun 13 22:36:55 +0000 2018,31,0.0,0.0,0.0,1.0
214,@CNN,"RT @TrumpTrainMRA4: @OANN reporting @POTUS Trump’s Administration 
Has contacted @CNN and asked for the 
#CubanTerrorist credentials be rev…",Wed Jun 13 22:36:54 +0000 2018,32,0.0,0.0,0.0,1.0
215,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:36:54 +0000 2018,33,0.2023,0.091,0.0,0.909
216,@CNN,"@CNN @jaketapper Wait, she “told” an attorney? Are there witnesses? If someone did this, then let’s call him/her ou… https://t.co/kxonRjHt1b",Wed Jun 13 22:36:53 +0000 2018,34,0.0,0.0,0.0,1.0
217,@CNN,@CNN Who cares,Wed Jun 13 22:36:53 +0000 2018,35,0.4588,0.6,0.0,0.4
218,@CNN,RT @CNN: A US Border Patrol agent who was shot several times in southern Arizona near the US-Mexico border exchanged gunfire with his assai…,Wed Jun 13 22:36:52 +0000 2018,36,0.0,0.0,0.0,1.0
219,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:52 +0000 2018,37,-0.624,0.0,0.132,0.868
220,@CNN,@abbydphillip @NewDay @CNN You’ll never guess what happened while you were gone,Wed Jun 13 22:36:51 +0000 2018,38,0.0,0.0,0.0,1.0
221,@CNN,@VirginiaInCal @rosevine3 @wolfblitzer @CNN @POTUS 🤣🤣🤣🤣😂😂😂😂😂😂🤣🤣🤣🤣💩,Wed Jun 13 22:36:51 +0000 2018,39,0.0,0.0,0.0,1.0
222,@CNN,"RT @VirginiaInCal: Oh really @wolfblitzer ?
U &amp; UR @CNN coconspirators didn’t show the American ppl much ❤️ during UR Bernie blackout. You…",Wed Jun 13 22:36:51 +0000 2018,40,0.0,0.0,0.0,1.0
223,@CNN,RT @trey1432: @BreitbartNews @CNN is the enemy,Wed Jun 13 22:36:51 +0000 2018,41,-0.5423,0.0,0.368,0.632
224,@CNN,@LaurieAtBoston @CNN So if I break the law and get arrested can I take my son to prison with me?,Wed Jun 13 22:36:50 +0000 2018,42,-0.7506,0.0,0.286,0.714
225,@CNN,RT @kfredrick15: @senrobportman @CNN @FoxNews Skepticism? Your constituents are worried about this destabilization with a nuclear power and…,Wed Jun 13 22:36:49 +0000 2018,43,-0.4939,0.0,0.219,0.781
226,@CNN,@WalshFreedom @jaketapper @NBCNews @CNN Shameful is being kind. 😡,Wed Jun 13 22:36:48 +0000 2018,44,0.0516,0.27,0.254,0.476
227,@CNN,RT @_I_LikeTurtles: @realDonaldTrump Intelligence reports have now confirmed @CNN’s Jim @Acosta remains in Singapore;  now at a local “Lost…,Wed Jun 13 22:36:47 +0000 2018,45,0.4767,0.154,0.0,0.846
228,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:36:46 +0000 2018,46,0.2023,0.091,0.0,0.909
229,@CNN,"RT @PhilMcCrackin44: 🔁 Please RT if you agree that Jim @Acosta should immediately be banned from all White House Press Briefings.

@POTUS…",Wed Jun 13 22:36:45 +0000 2018,47,0.2023,0.186,0.116,0.698
230,@CNN,@PhilCraft9 @CNN I read it. What’s your big hiccup with the commutation?,Wed Jun 13 22:36:45 +0000 2018,48,0.0,0.0,0.0,1.0
231,@CNN,RT @CNN: Argentina's Congress is debating whether to liberalize the nation's highly restrictive abortion laws https://t.co/xhftkQRPSi https…,Wed Jun 13 22:36:44 +0000 2018,49,0.0,0.0,0.0,1.0
232,@CNN,RT @CNN: An undocumented immigrant from Honduras sobbed as she told an attorney how federal authorities took her daughter while she breastf…,Wed Jun 13 22:36:44 +0000 2018,50,-0.4404,0.0,0.121,0.879
233,@CNN,RT @CarmineZozzora: Throwback to @jaketapper @brianstelter @donlemon @wolfblitzer @AC360 and the cost of fully exposed fake news propaganda…,Wed Jun 13 22:36:43 +0000 2018,51,-0.6087,0.0,0.237,0.763
234,@CNN,"@CNN So based on that logic, only the fans of the teams competing ever watch the Super Bowl?",Wed Jun 13 22:36:41 +0000 2018,52,0.5994,0.187,0.0,0.813
235,@CNN,"RT @TrumpTrainMRA4: @OANN reporting @POTUS Trump’s Administration 
Has contacted @CNN and asked for the 
#CubanTerrorist credentials be rev…",Wed Jun 13 22:36:40 +0000 2018,53,0.0,0.0,0.0,1.0
236,@CNN,RT @CNN: Swaziland is the only African country that still has strong diplomatic relations with Taiwan -- despite pressure from China https:…,Wed Jun 13 22:36:38 +0000 2018,54,0.6355,0.206,0.0,0.794
237,@CNN,RT @colinm0212: @CNN @jaketapper Lets stop being angry and go vote in November... that’s it...,Wed Jun 13 22:36:38 +0000 2018,55,-0.6705,0.0,0.297,0.703
238,@CNN,RT @CNN: More than 800 people were stung by jellyfish along Florida beaches in three days https://t.co/WMoGBUP4Vu https://t.co/NnEnlR07BJ,Wed Jun 13 22:36:37 +0000 2018,56,0.0,0.0,0.0,1.0
239,@CNN,"RT @PhilMcCrackin44: 🔁 Please RT if you agree that Jim @Acosta should immediately be banned from all White House Press Briefings.

@POTUS…",Wed Jun 13 22:36:36 +0000 2018,57,0.2023,0.186,0.116,0.698
240,@CNN,"RT @HeidiPrzybyla: Breastfeeding baby ripped from mother's arms; mom cuffed for resisting.
What happened to the baby? Some breastfeeding ba…",Wed Jun 13 22:36:35 +0000 2018,58,0.0,0.0,0.0,1.0
241,@CNN,RT @CNN: West Coast home prices are surging. Here's why: https://t.co/0pAd38b59d https://t.co/P1gUSTOxIM,Wed Jun 13 22:36:34 +0000 2018,59,0.0,0.0,0.0,1.0
242,@CNN,RT @CNN: An undocumented immigrant from Honduras sobbed as she told an attorney how federal authorities took her daughter while she breastf…,Wed Jun 13 22:36:34 +0000 2018,60,-0.4404,0.0,0.121,0.879
243,@CNN,"@colinm0212 @CNN @jaketapper Stay angry and go vote in November, just vote, vote out the GOP",Wed Jun 13 22:36:34 +0000 2018,61,-0.5106,0.0,0.18,0.82
244,@CNN,RT @WalshFreedom: Is there not one Republican in the House or the Senate who has the balls and the decency to stand up to this President an…,Wed Jun 13 22:36:34 +0000 2018,62,0.0,0.0,0.0,1.0
245,@CNN,"RT @LauraLoomer: .@CNN’s Jim @Acosta Caught on Hot Mic Planning to Antagonize Trump &amp; Kim Jong Un at Peace Summit

https://t.co/5D4wr756Hm",Wed Jun 13 22:36:33 +0000 2018,63,0.128,0.137,0.118,0.745
246,@CNN,"RT @hgevans4: There are no words.

She says federal officials took her daughter while she breastfed the child in a detention center @CNN ht…",Wed Jun 13 22:36:33 +0000 2018,64,-0.5719,0.0,0.183,0.817
247,@CNN,RT @millerglinda1: @CNN Call your Congress people now and demand a CLEAN bill to stop this BARBARIC Policy NOW! NO bargaining. Just STOP th…,Wed Jun 13 22:36:32 +0000 2018,65,-0.6625,0.11,0.315,0.575
248,@CNN,"@ValerieLark @Bee_Jonesss @uncensored_BB11 @CNN Valarie, I think you are a compassionate person.  That is an excell… https://t.co/8MSCdbV0Qj",Wed Jun 13 22:36:31 +0000 2018,66,0.4939,0.186,0.0,0.814
249,@CNN,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:30 +0000 2018,67,-0.8176,0.0,0.347,0.653
250,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:36:29 +0000 2018,68,0.2023,0.091,0.0,0.909
251,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:36:28 +0000 2018,69,0.2023,0.091,0.0,0.909
252,@CNN,"RT @CNN: Investors should bet on PayPal, according to @Catalystmf co-founder David Miller. Tune in to @CNNMoney's ""Markets Now"" at 12:45 pm…",Wed Jun 13 22:36:27 +0000 2018,70,0.0,0.0,0.0,1.0
