City Name,Country Code,Lat,Lon
saiha,in,21.44,93.47
kieta,pg,-5.0,155.89
miandrivazo,mg,-19.33,45.24
poya,nc,-26.44,161.32
inderborskiy,kz,48.0,50.96
san isidro,ph,11.0,124.41
garden city,us,38.85,-101.07
palana,ru,60.23,159.17
bud,no,68.92,4.32
illapel,cl,-31.16,-71.17
shenjiamen,cn,30.04,123.9
kuryk,kz,42.07,50.84
pemangkat,id,1.58,108.74
verkhoyansk,ru,65.85,133.25
doka,sd,14.13,35.13
guane,cu,20.51,-84.91
vila do maio,cv,12.33,-20.73
panaba,mx,25.67,-87.61
verkhnevilyuysk,ru,66.2,119.8
dwarka,in,21.59,67.77
jawhar,so,2.54,47.42
rab,hr,44.28,14.45
mahanoro,mg,-19.93,49.85
belaya gora,ru,67.95,147.98
majene,id,-3.56,117.85
pasighat,in,33.88,96.28
sol-iletsk,ru,50.11,55.18
san luis,ar,-33.69,-66.6
tonantins,br,-2.88,-66.97
viligili,mv,0.72,76.01
bad kreuznach,de,49.9,7.69
strezhevoy,ru,61.62,79.1
manggar,id,-2.31,108.36
kununurra,au,-15.34,128.34
yenagoa,ng,1.79,4.95
santa vitoria,br,-19.13,-50.63
sakakah,sa,31.57,40.38
idenao,cm,4.3,8.78
saint-louis,sn,17.84,-19.54
aksu,cn,41.87,80.83
andros town,bs,24.52,-77.39
alvarado,mx,18.77,-95.67
kosh-agach,ru,49.1,89.55
suluq,ly,31.62,20.58
ulladulla,au,-39.08,157.92
san rafael del sur,ni,10.28,-88.39
tecoanapa,mx,11.43,-100.56
cabedelo,br,-5.49,-25.03
wschowa,pl,51.81,16.18
storsteinnes,no,68.73,19.76
rong kwang,th,18.19,100.31
horodok,ua,49.16,26.6
lakes entrance,au,-38.65,147.75
monroe,us,47.78,-121.72
carmen,mx,19.57,-92.39
maposeni,tz,-10.49,35.11
tezu,in,28.79,97.26
kuliyapitiya,lk,7.8,80.16
arona,es,24.94,-17.92
hoquiam,us,47.55,-124.15
la palma,pa,5.92,-80.48
conakry,gn,8.48,-16.09
varva,ua,50.42,32.68
isiro,cd,3.71,27.83
antalaha,mg,-14.32,55.78
pocoes,br,-14.57,-40.64
hilton head island,us,31.35,-79.6
booue,ga,-0.68,11.89
barra,br,-10.83,-43.86
derzhavinsk,kz,49.02,63.97
erenhot,cn,43.78,114.92
nome,us,73.41,-166.08
linhares,br,-20.2,-37.48
santarem,br,-2.78,-55.43
labuhan,id,-19.99,94.39
sooke,ca,48.28,-124.29
syamzha,ru,60.03,41.28
tessalit,ml,21.51,3.41
peshkopi,al,41.57,20.37
buala,sb,-3.24,159.77
xingcheng,cn,39.85,120.64
liverpool,ca,40.81,-63.34
puerto narino,co,-4.58,-71.78
banepa,np,27.76,86.15
beloha,mg,-33.22,41.04
sangar,ru,65.25,125.54
mitzic,ga,0.58,11.54
kovacica,rs,45.11,20.65
palmerston north,nz,-40.58,175.8
coquimbo,cl,-27.04,-83.16
seoul,kr,34.91,126.19
tucumcari,us,36.29,-103.4
voyinka,ua,45.89,33.74
khormuj,ir,27.38,51.9
wollongong,au,-34.41,150.84
dahra,sn,15.76,-15.6
nishihara,jp,24.71,128.99
palabuhanratu,id,-15.8,100.92
ukiah,us,37.31,-127.3
port-gentil,ga,-0.36,9.03
pahalgam,in,34.26,75.58
sovetskiy,ru,73.55,67.83
la crosse,us,43.14,-91.55
ingham,au,-19.17,144.42
yefira,gr,36.64,23.02
samalaeulu,ws,2.25,-163.52
mitsamiouli,km,-6.51,44.91
arman,ru,57.46,147.32
kyenjojo,ug,0.43,30.98
sioux lookout,ca,52.86,-90.89
seymchan,ru,62.66,153.41
dungarpur,in,21.32,71.67
peniche,pt,40.97,-12.14
jambi,id,-1.46,102.54
barahona,do,16.84,-71.03
tabiauea,ki,-2.78,166.99
honningsvag,no,81.42,25.86
atbasar,kz,50.61,68.18
garowe,so,8.61,47.03
mount kisco,us,41.2,-73.77
rio gallegos,ar,-50.25,-70.99
hobyo,so,2.2,52.11
barpathar,in,26.29,93.96
sergeyevka,kz,54.26,67.03
ardakan,ir,32.32,54.14
maniitsoq,gl,62.11,-56.09
sakaiminato,jp,38.48,132.73
yazykovo,ru,54.2,47.35
manta,ec,0.93,-84.27
salym,ru,59.93,71.41
afmadu,so,-0.2,41.27
nantucket,us,40.29,-69.41
luena,ao,-10.65,18.68
pochinok,ru,54.32,32.96
ajtos,bg,42.83,27.35
loralai,pk,30.67,69.19
senneterre,ca,47.24,-76.91
grodzisk wielkopolski,pl,52.19,16.29
kamenskoye,ru,64.16,162.64
wasilla,us,64.13,-151.26
huanuco,pe,-9.52,-76.33
ambovombe,mg,-26.45,46.12
stamsund,no,69.36,13.88
bahia honda,cu,24.34,-83.74
bowmore,gb,55.62,-6.57
ercis,tr,38.94,43.61
sim,ru,54.63,57.79
astara,ir,38.24,49.2
otradnoye,ru,45.56,145.23
peski,ru,51.45,42.39
ajdabiya,ly,30.61,21.03
starobachaty,ru,54.27,86.26
libas,ph,6.49,124.75
sheridan,us,44.58,-106.31
saint-etienne,fr,45.44,4.41
fort myers beach,us,26.33,-82.08
straumen,no,66.82,16.73
viedma,ar,-41.15,-63.15
chagda,ru,58.74,128.84
along,in,31.02,94.42
almaznyy,ru,64.19,114.79
lodwar,ke,3.26,36.58
cabras,it,39.8,8.26
yangambi,cd,0.28,24.09
venice,us,25.93,-84.39
raudeberg,no,65.45,2.39
kijang,id,2.51,106.33
batagay-alyta,ru,69.05,129.11
middle island,kn,15.67,-64.31
awash,et,9.02,40.17
cam ranh,vn,11.58,111.38
oistins,bb,11.31,-54.51
mudgal,in,15.96,76.4
dagua,co,3.72,-76.81
asfi,ma,33.23,-9.32
luzhou,cn,28.96,105.47
bundaberg,au,-25.27,151.9
chernyshevskiy,ru,63.54,110.26
kokstad,za,-30.1,28.94
sesvete,hr,45.95,16.14
puerto madero,mx,13.41,-93.85
uyuni,bo,-20.85,-68.06
dongsheng,cn,39.66,109.28
hays,us,39.55,-98.84
barawe,so,-0.45,44.55
abnub,eg,25.72,27.06
sivas,tr,39.54,37.13
gboko,ng,7.13,8.79
wronki,pl,52.66,16.31
hvammstangi,is,66.0,-20.91
tres lagoas,br,-20.76,-52.68
anloga,gh,4.0,2.28
qostanay,kz,52.77,63.29
presidencia roque saenz pena,ar,-27.59,-60.36
amapa,br,2.55,-48.97
vicosa do ceara,br,-3.65,-41.08
zaliztsi,ua,49.91,25.5
coahuayana,mx,1.26,-111.94
yanacancha,pe,-10.53,-76.68
tomatlan,mx,19.38,-105.42
mporokoso,zm,-9.52,30.39
chara,ru,57.93,118.24
palmer,us,61.83,-145.6
walvis bay,na,-25.66,3.38
turukhansk,ru,64.22,90.92
vermilion,us,41.41,-82.43
solok,id,-0.79,100.5
safford,us,32.36,-109.55
sao miguel do araguaia,br,-12.99,-51.71
sisimiut,gl,63.6,-58.89
polewali,id,-3.45,119.51
gumdag,tm,38.33,53.36
alekseyevsk,ru,59.54,109.49
ouadda,cf,8.76,22.32
manicore,br,-6.74,-61.19
novoagansk,ru,62.55,78.47
conceicao do araguaia,br,-8.69,-48.91
amga,ru,59.92,132.15
san blas,mx,21.2,-105.84
svetlyy,ru,51.12,61.66
zhanjiang,cn,21.2,110.44
aracuai,br,-16.92,-41.86
wajid,so,4.48,43.27
hailar,cn,47.31,118.89
terrasini,it,38.81,12.72
olafsvik,is,59.58,-29.51
igarka,ru,68.14,85.37
bababe,mr,17.04,-13.95
vysokaya gora,ru,55.76,49.37
marcona,pe,-23.18,-84.89
miami,us,36.89,-95.26
wakkanai,jp,44.85,140.04
kirkuk,iq,35.5,44.45
saint-fabien,ca,48.3,-69.02
masakin,tn,35.53,10.44
itarema,br,4.34,-38.88
ponta pora,br,-22.14,-55.66
siocon,ph,7.96,121.45
puerto ayacucho,ve,5.28,-68.68
sulangan,ph,10.86,126.04
pankrushikha,ru,53.79,80.33
zhengjiatun,cn,43.91,123.79
amboasary,mg,-24.17,46.43
maldonado,uy,-39.13,-52.56
karauzyak,uz,43.37,60.98
saint-georges,gf,8.08,-44.37
nyurba,ru,64.57,118.93
thinadhoo,mv,0.18,69.71
berbera,so,10.42,44.79
nanlong,cn,31.67,106.68
youkounkoun,gn,12.71,-13.18
fare,pf,-13.35,-148.63
murchison,nz,-41.88,172.75
zyryanka,ru,64.66,149.59
opuwo,na,-18.75,12.08
yakeshi,cn,47.48,120.58
tarakan,id,2.25,117.64
placido de castro,br,-11.27,-67.57
puerto baquerizo moreno,ec,2.96,-87.98
west wendover,us,39.92,-113.66
hovd,mn,45.5,100.21
geresk,af,30.97,64.67
alugan,ph,13.3,126.61
cleveland,us,33.72,-90.74
labutta,mm,15.66,93.81
tazovskiy,ru,68.31,77.03
mahon,es,39.96,4.22
preobrazheniye,ru,40.05,134.38
otane,nz,-40.55,177.18
belogorsk,ru,55.24,88.29
mut,tr,36.79,33.45
puerto el triunfo,sv,11.76,-88.58
bratsk,ru,56.28,101.96
shubarkuduk,kz,48.89,54.99
jiancheng,cn,30.4,104.67
kupang,id,-12.12,122.04
dongzhen,cn,22.59,111.36
slonim,by,52.9,25.82
nizhneudinsk,ru,53.93,98.08
zhangye,cn,39.14,100.88
hopelchen,mx,19.97,-89.71
tasbuget,kz,43.6,65.32
sibu,my,3.71,111.63
tomigusuku,jp,26.44,127.23
anzhero-sudzhensk,ru,56.27,85.85
buritis,br,-15.46,-46.68
mangan,in,27.52,88.62
sao domingos,br,-13.27,-46.45
suntar,ru,61.53,117.0
gallup,us,35.75,-109.76
asnaes,dk,56.07,11.4
kastamonu,tr,42.61,33.53
santiago del estero,ar,-27.59,-64.47
mocambique,mz,-15.41,42.16
pontypridd,gb,51.61,-3.39
santa maria,cv,18.02,-21.11
shitanjing,cn,39.43,104.2
wulanhaote,cn,46.99,120.28
havre-saint-pierre,ca,49.19,-62.77
cagayan de tawi-tawi,ph,8.16,119.55
belmonte,br,-17.08,-34.23
yerbogachen,ru,64.55,107.63
felidhoo,mv,3.52,73.47
semnan,ir,35.25,53.22
charters towers,au,-19.81,144.91
deputatskiy,ru,71.52,139.55
imbituba,br,-28.83,-43.58
liku,wf,-13.26,-175.86
wenling,cn,28.29,121.96
sirur,in,18.76,74.46
antofagasta,cl,-22.93,-78.09
maues,br,-4.62,-57.91
miyako,jp,39.73,144.76
ozerne,ua,50.16,28.64
tyazhinskiy,ru,56.03,88.43
vanderhoof,ca,53.55,-124.29
jak,hu,47.19,16.51
harindanga,in,19.82,89.23
hurghada,eg,28.03,33.11
bien hoa,vn,10.81,107.11
snyder,us,32.52,-100.85
yaval,in,21.16,75.73
lovozero,ru,67.27,35.22
nuevo progreso,mx,24.19,-96.04
cam pha,vn,20.92,107.43
mocuba,mz,-18.42,39.23
sorland,no,72.27,6.37
bambanglipuro,id,-14.6,107.99
novopavlovsk,ru,44.03,43.8
manati,cu,21.82,-76.71
pathein,mm,17.25,93.75
dalby,au,-27.24,151.02
grand-santi,gf,2.24,-55.06
changde,cn,28.56,111.76
myitkyina,mm,25.53,96.63
saint-joseph,re,-24.06,55.54
matay,eg,28.03,31.49
la romana,do,17.6,-68.41
sao felix do xingu,br,-6.42,-50.8
mmathubudukwane,bw,-24.87,26.85
gerede,tr,40.49,32.53
hunza,pk,36.73,76.0
udayagiri,in,20.06,83.83
bollnas,se,62.14,15.83
drumheller,ca,51.85,-112.69
bhubaneswar,in,20.28,85.74
axim,gh,0.77,-3.6
lipari,it,39.04,15.01
sinkat,sd,20.68,34.85
nicoya,cr,6.78,-88.04
sebastian,us,28.38,-79.17
dhidhdhoo,mv,8.35,71.11
dergachi,ua,50.12,36.08
caraquet,ca,47.59,-64.41
iralaya,hn,16.46,-82.03
eagle pass,us,28.8,-100.38
mwene-ditu,cd,-7.88,22.76
shache,cn,38.31,77.22
lahij,ye,13.61,44.87
berezovyy,ru,51.51,135.35
kurilsk,ru,43.19,147.73
cognac,fr,45.91,-0.42
narwar,in,25.5,77.69
clifton,us,39.32,-108.02
ayagoz,kz,48.65,80.37
pitea,se,65.51,21.24
makushino,ru,55.32,67.19
beni suef,eg,28.8,31.85
menongue,ao,-14.74,16.64
bure,et,10.43,36.62
levanger,no,63.73,11.34
udachnyy,ru,66.88,114.07
lakhimpur,in,27.37,94.13
barcelona,ph,8.95,129.37
makrikhorion,gr,39.82,22.45
visavadar,in,21.12,70.63
numan,ng,9.48,11.93
abakaliki,ng,6.22,7.79
evensk,ru,61.27,160.04
bani walid,ly,30.51,14.05
tekirdag,tr,40.77,27.33
vetluga,ru,57.94,45.56
kamenka,ru,66.53,44.17
loiza,us,22.93,-65.27
gold coast,au,-27.08,157.59
horki,by,54.57,31.11
sao jose da coroa grande,br,-11.45,-27.98
barcelos,br,-1.85,-62.22
lubumbashi,cd,-11.48,27.78
kitimat,ca,52.2,-129.02
nipawin,ca,53.92,-103.61
san jose,bo,-17.44,-60.99
litoral del san juan,co,4.08,-77.33
kondinskoye,ru,60.24,67.5
concordia,br,-27.14,-52.09
aksarka,ru,71.52,68.41
mandal,in,25.36,74.47
azul,ar,-36.39,-60.13
quatre cocos,mu,-18.44,66.94
chumikan,ru,55.53,134.77
beira,mz,-20.35,37.22
wewak,pg,-2.3,144.11
zhezkazgan,kz,48.45,65.61
rio brilhante,br,-21.72,-54.59
gaoua,bf,10.21,-3.0
kenora,ca,50.01,-94.15
neuquen,ar,-38.8,-68.7
rovaniemi,fi,66.2,25.9
batticaloa,lk,9.4,86.33
aliwal north,za,-30.23,26.23
saint-francois,gp,16.67,-59.97
daru,pg,-12.9,142.51
sacramento,br,-19.64,-47.51
urucui,br,-6.86,-44.84
tharad,in,24.44,71.72
mentok,id,-2.01,105.13
oia,gr,36.49,25.25
lukiv,ua,51.04,25.38
khandyga,ru,64.69,135.04
mujiayingzi,cn,44.67,116.55
hanford,us,36.42,-119.72
gamba,ga,-2.42,9.5
copiapo,cl,-27.2,-70.08
imeni poliny osipenko,ru,52.97,135.65
bartica,gy,5.77,-59.12
santiago,pe,-16.02,-77.73
talgar,kz,42.97,77.29
dutlwe,bw,-22.9,23.72
george,za,-37.86,22.15
coronel fabriciano,br,-19.26,-42.92
mpongwe,zm,-13.73,27.68
montepuez,mz,-13.83,38.13
salinas,ec,-2.93,-82.31
bandar-e lengeh,ir,26.41,53.51
atambua,id,-8.02,125.22
tsabong,bw,-25.75,22.95
banyuwangi,id,-8.0,114.47
cody,us,44.76,-109.47
dabakala,ci,7.8,-3.96
yining,cn,43.31,81.92
micco,us,28.05,-80.12
zheleznodorozhnyy,ru,62.4,50.95
anacortes,us,48.6,-122.52
eldikan,ru,61.35,134.81
fort-shevchenko,kz,45.27,50.23
jacksonville,us,39.44,-90.24
darfield,nz,-43.35,171.83
wa,gh,10.35,-2.59
kamaishi,jp,36.73,145.43
dong hoi,vn,18.8,107.75
methoni,gr,35.91,21.29
portel,br,-2.04,-50.72
lannion,fr,49.37,-3.63
davenda,ru,53.86,119.36
barysh,ru,53.42,47.16
rizhao,cn,35.61,119.5
pangkalanbuun,id,-4.48,111.65
beidao,cn,34.12,105.33
nelson bay,au,-33.97,154.53
esso,ru,56.74,158.13
crab hill,bb,14.14,-58.97
soldatskaya,ru,43.89,43.88
camana,pe,-21.55,-76.94
naron,es,46.53,-8.86
kings mountain,us,35.08,-81.29
acajutla,sv,10.52,-90.91
mareeba,au,-16.36,141.1
anchorage,us,60.16,-149.72
priyutnoye,ru,45.93,43.56
banjar,id,-10.71,106.74
eureka,us,41.56,-128.3
mbini,gq,1.47,8.39
tigil,ru,58.74,157.81
great malvern,gb,52.06,-2.42
gomel,by,52.56,31.14
nekhayevskiy,ru,50.48,41.66
jacmel,ht,16.43,-72.67
santa cruz de tenerife,es,30.27,-15.71
conde,br,-14.0,-34.08
kurtamysh,ru,55.09,64.67
formosa,ar,-25.55,-59.15
oruro,bo,-17.84,-67.37
talara,pe,-4.21,-84.93
cartagena del chaira,co,0.74,-74.36
digby,ca,44.66,-66.03
listvyanskiy,ru,54.26,83.88
bjornevatn,no,68.72,28.13
baoying,cn,33.51,119.38
abu dhabi,ae,24.55,53.72
ulaangom,mn,50.16,91.86
los alamos,us,36.34,-106.65
celestun,mx,21.91,-92.58
catamarca,ar,-27.18,-67.43
kulaman,ph,6.27,123.77
ewa beach,us,18.43,-158.63
masuda,jp,34.65,131.92
danilovka,ru,50.56,43.86
mbuji-mayi,cd,-5.8,23.69
puerto escondido,mx,14.67,-97.3
maneadero,mx,31.23,-117.24
tieling,cn,42.36,123.93
qasigiannguit,gl,67.71,-51.7
shibetsu,jp,43.67,144.87
maketu,nz,-37.05,176.78
seredka,ru,58.36,28.58
leshukonskoye,ru,64.36,46.12
ouesso,cg,0.68,15.36
filingue,ne,14.08,3.49
kikwit,cd,-5.18,18.29
borba,br,-4.85,-59.46
karpogory,ru,63.83,45.05
saryg-sep,ru,51.98,95.71
red bluff,us,40.44,-121.69
aguie,ne,13.23,8.02
dedza,mw,-14.52,34.12
dembi dolo,et,9.09,34.51
tabialan,ph,4.27,123.05
tampere,fi,61.91,23.93
resistencia,ar,-27.43,-58.97
goycay,az,40.81,48.02
santa rosalia,mx,27.08,-112.24
callaway,us,28.97,-85.46
chifeng,cn,44.79,119.3
barra do garcas,br,-13.57,-53.53
jieshi,cn,21.28,115.72
ruatoria,nz,-37.29,179.67
verkhnetulomskiy,ru,68.21,31.58
juegang,cn,33.43,121.88
palaikastron,gr,34.8,26.83
danville,us,37.36,-84.84
mbandaka,cd,-0.68,17.54
solnechnyy,ru,59.65,139.46
kulhudhuffushi,mv,6.7,70.4
that phanom,th,16.85,105.26
sainte-maxime,fr,42.85,6.63
san policarpo,ph,14.98,131.62
banff,ca,51.55,-115.68
mikkeli,fi,62.06,26.8
buzmeyin,tm,38.73,58.41
albina,sr,5.65,-54.03
hammerfest,no,73.01,22.99
lhokseumawe,id,4.63,97.39
komsomolets,kz,53.45,62.61
kapoeta,sd,4.15,33.46
mangai,cd,-3.05,19.24
high level,ca,59.06,-116.95
rokytne,ua,51.69,27.23
jabiru,au,-11.01,132.28
benito juarez,mx,29.67,-108.33
sao raimundo nonato,br,-9.56,-42.71
tual,id,-6.1,134.25
kyra,ru,48.25,111.74
kafanchan,ng,9.4,8.37
kolimvari,gr,36.22,23.58
alakurtti,ru,67.28,29.75
port-cartier,ca,53.65,-69.58
shahr-e babak,ir,29.97,54.54
neiafu,to,-17.33,-174.12
gangakher,in,19.03,76.68
mirnyy,ru,61.77,44.4
aketi,cd,2.07,24.05
artyk,ru,62.51,144.09
ransang,ph,10.74,115.87
andselv,no,69.14,18.32
maryville,us,40.52,-94.25
nongan,cn,44.23,124.88
peterhead,gb,57.78,0.58
pringsewu,id,-6.84,104.14
wahran,dz,35.39,-0.78
mineros,bo,-17.0,-63.59
el alto,pe,-3.86,-81.53
naberera,tz,-4.43,36.6
pietroasa,ro,45.89,22.39
sahaspur,in,29.09,78.57
darhan,mn,48.02,108.97
naugachhia,in,25.58,87.09
shwebo,mm,22.69,96.12
kourou,gf,4.78,-53.07
kaseda,jp,29.84,130.14
bacolod,ph,9.29,129.18
suoyarvi,ru,62.5,32.09
pierre,us,44.97,-101.49
yuanping,cn,39.03,111.76
springdale,us,36.08,-93.85
kemin,kg,43.54,75.86
navahrudak,by,53.73,25.58
ishigaki,jp,25.73,123.54
aasiaat,gl,69.72,-53.87
juruti,br,-2.42,-55.86
pangai,to,-20.0,-172.14
bayangol,ru,50.52,104.15
muisne,ec,2.33,-82.13
stoyba,ru,55.25,130.67
motzorongo,mx,18.67,-96.76
karasjok,no,68.85,25.2
termoli,it,41.93,14.85
ende,id,-9.35,122.02
tucurui,br,-4.37,-49.6
fort saint john,ca,57.13,-121.37
agua verde,mx,22.09,-106.8
ndele,cf,9.52,21.49
kommunar,ru,54.35,89.42
biarritz,fr,44.04,-1.92
paracuru,br,2.5,-35.36
tondano,id,0.82,124.99
sokolo,ml,16.22,-5.78
nola,cf,3.65,16.09
shankargarh,in,25.14,81.86
kidal,ml,18.4,2.86
kiama,au,-35.97,153.67
fruitville,us,27.46,-82.05
skelleftea,se,65.69,18.93
benghazi,ly,31.65,18.85
meridian,us,32.31,-89.08
kailua,us,35.49,-151.6
gaozhou,cn,21.8,110.79
araouane,ml,18.0,-4.62
varzea paulista,br,-23.2,-46.84
shuyskoye,ru,59.12,41.27
high prairie,ca,54.9,-116.24
sandpoint,us,48.02,-116.28
sorong,id,-0.34,131.78
esfarayen,ir,36.9,57.01
naftah,tn,34.41,6.89
martapura,id,-4.25,116.6
adana,tr,36.46,35.31
agdas,az,40.79,47.31
la asuncion,ve,11.77,-64.92
shakawe,bw,-19.36,20.78
susangerd,ir,31.59,47.59
bochnia,pl,49.87,20.46
olimpia,br,-20.83,-48.99
oranjestad,aw,15.1,-69.6
yarkovo,ru,54.76,82.52
qingdao,cn,35.74,121.04
chimore,bo,-16.71,-65.64
fecamp,fr,49.78,0.38
aktash,ru,49.31,87.58
araure,ve,9.73,-69.23
harnai,pk,29.93,67.72
skvyra,ua,49.84,29.57
nuevo ideal,mx,24.93,-105.16
tukrah,ly,34.01,20.72
cholet,fr,47.09,-0.79
neyshabur,ir,36.66,58.76
moberly,us,39.52,-92.18
jalingo,ng,9.02,11.15
pithiviers,fr,48.28,2.42
limoux,fr,42.94,2.0
gwadar,pk,25.72,62.39
humberto de campos,br,-1.2,-43.48
opobo,ng,3.78,7.08
aykhal,ru,69.01,107.6
apomu,ng,7.09,4.17
agua branca,br,-5.85,-42.45
yusva,ru,58.91,55.3
alappuzha,in,9.37,75.94
muhos,fi,65.55,26.85
huai yot,th,7.98,99.54
kitale,ke,0.94,34.82
thiruvananthapuram,in,7.78,76.13
manicaragua,cu,22.13,-80.08
gap,fr,44.71,6.1
prabumulih,id,-3.7,104.23
berovo,mk,41.68,22.74
galesong,id,-5.48,119.5
karabulak,kz,45.06,78.35
mpraeso,gh,6.8,-0.51
pali,in,23.14,80.83
huntingdon,ca,44.74,-74.34
teya,ru,61.39,89.09
ogbomosho,ng,8.11,4.2
nospelt,lu,49.69,6.02
shelburne,ca,42.32,-65.34
miranda,br,-19.64,-56.85
khani,ru,57.81,120.8
papayal,pe,-3.71,-81.06
svetlogorsk,ru,67.73,88.48
abilene,us,31.83,-99.86
russell,nz,-27.32,178.94
alabat,ph,14.09,121.95
dawei,mm,14.76,98.55
saumur,fr,47.16,0.18
trapani,it,38.9,11.96
ushtobe,kz,47.14,77.2
ferrol,es,44.67,-9.0
tucuman,ar,-25.81,-64.67
persianovskiy,ru,47.62,39.5
skovorodino,ru,53.3,123.53
rampur,in,31.55,77.65
macaboboni,ph,16.88,116.42
santa lucia,es,25.34,-16.07
cordoba,ar,-30.97,-63.65
muravlenko,ru,63.9,71.71
nyagan,ru,62.26,65.49
tabuk,sa,29.22,36.93
bondoukou,ci,8.51,-3.02
hornepayne,ca,49.55,-85.2
yokadouma,cm,3.46,14.91
mishkino,ru,55.12,63.94
maridi,sd,4.06,29.6
amuntai,id,-1.14,115.02
morgan city,us,28.02,-91.97
san lorenzo,ar,-28.51,-58.23
linxia,cn,35.27,103.37
shymkent,kz,42.03,69.36
san vicente,cl,-34.16,-71.14
dalnegorsk,ru,45.09,135.72
dahanu,in,19.95,72.72
dongying,cn,37.68,118.29
malanje,ao,-8.89,15.92
comodoro rivadavia,ar,-49.84,-62.93
serowe,bw,-22.35,26.96
mwinilunga,zm,-11.8,24.66
kutum,sd,17.05,26.58
xiongyue,cn,40.39,122.31
makinsk,kz,52.8,69.6
eston,ca,50.54,-109.09
agboville,ci,5.99,-4.16
stornoway,gb,58.66,-9.23
changji,cn,43.23,86.64
druskininkai,lt,53.85,24.33
annonay,fr,45.22,4.68
muroto,jp,28.57,135.66
gijon,es,45.27,-5.21
tandalti,sd,13.33,31.66
kropotkin,ru,59.83,116.4
lagos,ng,4.09,3.39
pho chai,th,16.3,103.98
brigantine,us,37.44,-72.44
chunhuhub,mx,19.18,-88.79
tarnow,pl,49.96,20.82
paide,ee,58.9,25.62
ugoofaaru,mv,5.83,69.49
crisan,ro,44.63,29.29
donnacona,ca,46.45,-71.8
troitskoye,ru,49.59,136.56
sao paulo de olivenca,br,-3.83,-68.61
tolmezzo,it,46.45,12.96
tahe,cn,51.3,125.37
tahoua,ne,15.49,4.33
morro bay,us,33.84,-123.72
lampazos de naranjo,mx,26.87,-100.82
calama,cl,-24.51,-68.16
villanueva,mx,22.19,-102.84
makakilo city,us,9.08,-165.45
sao caetano de odivelas,br,-0.7,-48.01
itoman,jp,19.28,130.88
kushmurun,kz,51.71,63.6
yatou,cn,35.69,122.36
joshimath,in,31.11,80.64
toppenish,us,46.47,-120.25
tomakivka,ua,47.9,34.89
waitati,nz,-47.29,173.52
cascais,pt,37.04,-12.81
dzhusaly,kz,43.43,63.17
elk city,us,35.24,-99.85
warrington,us,27.52,-87.77
marystown,ca,44.18,-53.79
mehriz,ir,31.24,54.08
punta de bombon,pe,-17.78,-72.08
tottori,jp,37.71,134.37
archidona,ec,-0.72,-77.42
sosnogorsk,ru,63.23,54.17
tura,ru,63.86,98.71
lodeynoye pole,ru,60.96,33.47
aybak,af,35.56,68.07
saint-michel-des-saints,ca,47.33,-73.85
teberda,ru,43.6,41.87
severomuysk,ru,56.13,113.3
paka,my,5.05,104.02
rawannawi,ki,3.92,177.35
turki,ru,52.14,42.96
itirapina,br,-22.28,-47.73
sfantu gheorghe,ro,44.47,30.03
ambikapur,in,23.36,83.28
mashhad,ir,35.72,59.56
mazagao,br,0.45,-53.0
mataram,id,-8.22,116.37
lakota,ci,5.62,-5.57
ust-maya,ru,59.58,135.1
ambanja,mg,-13.29,48.31
at-bashi,kg,41.4,76.78
aranos,na,-24.66,18.72
san rafael,ar,-36.18,-67.08
mladenovac,rs,44.56,20.77
hirara,jp,21.62,127.04
phuket,th,7.46,98.44
ialibu,pg,-6.24,144.17
mindelo,cv,16.41,-25.65
adwa,et,14.27,39.03
pacifica,us,36.37,-126.77
progreso,mx,25.11,-89.32
briancon,fr,45.05,6.96
nadym,ru,63.94,70.44
virginia beach,us,36.27,-73.35
inta,ru,67.2,59.57
gladstone,au,-22.26,153.57
ndago,tz,-4.63,34.16
ostrov,ru,57.39,28.19
usogorsk,ru,64.2,48.49
tchollire,cm,8.26,14.42
ozgon,kg,40.95,73.79
khandagayty,ru,51.0,91.95
cururupu,br,0.35,-43.05
birjand,ir,32.72,59.44
thakurgaon,bd,26.07,88.7
forest grove,us,45.87,-123.18
genhe,cn,51.78,122.1
ganzhou,cn,26.31,114.26
hopfgarten,at,47.3,12.25
akdagmadeni,tr,39.11,36.33
pao de acucar,br,-9.73,-37.44
vostryakovo,ru,55.39,37.82
la rioja,ar,-29.65,-67.93
soe,id,-11.18,125.24
chincholi,in,17.47,77.36
bama,ng,11.62,14.01
bur gabo,so,-5.38,47.38
bom jesus,br,-8.26,-44.81
southbridge,nz,-44.39,172.5
radhanpur,in,23.59,71.27
chigasaki,jp,35.31,139.39
mostoles,es,40.25,-3.92
hit,iq,32.05,41.22
ordzhonikidze,ua,44.22,35.95
kardymovo,ru,54.85,32.6
togur,ru,58.92,82.26
kazalinsk,kz,47.79,62.25
kannauj,in,26.93,79.89
taikang,cn,46.65,124.14
tubruq,ly,30.73,22.77
rolim de moura,br,-12.62,-61.89
severobaykalsk,ru,55.18,108.66
tutoia,br,0.02,-41.44
bukama,cd,-9.12,27.27
bondo,cd,3.67,23.25
alberton,ca,47.77,-63.23
davila,ph,20.32,119.3
helong,cn,41.11,128.98
rentina,gr,39.05,21.92
ravar,ir,32.24,56.96
gelemso,et,8.39,40.62
bokspits,bw,-26.7,21.3
balaipungut,id,1.19,100.67
sampit,id,-2.26,112.71
nassau,bs,25.1,-77.4
bacuit,ph,11.95,116.52
