City Name,Cloudness,Country Code,Humidity,Latitude,Longitude,Temperature,Wind
kaeo,0,nz,77,-35.1,173.78,48.02,10.8
beja,75,pt,93,38.02,-7.87,57.2,5.55
ca mau,44,vn,100,9.18,105.15,81.23,9.35
soyo,0,ao,94,-6.13,12.37,66.65,2.86
sorrento,75,it,93,-31.82,115.75,54.18,9.17
teya,40,ru,78,21.05,-89.07,78.8,9.17
tutoia,20,br,92,-2.76,-42.27,76.82,8.79
tandil,76,ar,90,-37.33,-59.14,45.77,16.13
kolosovka,20,ru,42,56.47,73.61,83.48,12.93
ambunti,36,pg,67,-4.22,142.82,88.25,2.82
sorong,64,id,100,-0.86,131.25,84.11,6.89
port hedland,90,au,94,-20.31,118.58,73.4,10.29
inta,12,ru,68,66.04,60.13,46.04,6.73
pundaguitan,8,ph,93,6.37,126.17,86.99,13.04
punta alta,0,ar,81,-27.46,-55.82,50.0,5.82
pirenopolis,0,br,93,-15.85,-48.96,60.8,5.82
ust-kan,24,ru,46,50.93,84.77,63.86,2.19
batagay-alyta,0,ru,48,67.8,130.41,67.82,5.32
maragogi,92,br,100,-9.01,-35.22,72.77,3.09
wakkanai,75,jp,87,45.41,141.67,55.4,5.82
san policarpo,56,ph,90,12.18,125.51,85.28,19.64
rincon,1,an,94,32.3,-81.24,71.8,4.32
atasu,0,kz,34,48.68,71.64,84.47,5.39
araouane,0,ml,14,18.9,-3.53,84.92,13.82
richards bay,0,za,100,-28.77,32.06,51.71,3.27
udachnyy,32,ru,61,66.42,112.4,70.52,4.72
corowa,92,au,51,-36.0,146.39,62.6,10.29
sinnamary,88,gf,100,5.38,-52.96,77.27,8.23
hauterive,90,ca,100,46.09,3.45,58.14,3.36
beyneu,0,kz,29,45.32,55.19,87.8,7.4
mallow,75,ie,87,52.14,-8.65,58.17,3.36
noumea,92,nc,77,-22.28,166.46,69.8,10.29
kiunga,92,pg,84,-6.12,141.3,79.34,2.75
baghdad,0,iq,20,33.3,44.38,96.8,9.17
bowen,0,au,57,-20.01,148.25,75.2,16.11
avila,90,es,82,38.91,-76.61,62.31,1.74
saint-georges,0,gf,93,46.12,-70.67,39.56,2.75
solntsevo,0,ru,58,53.34,40.13,58.64,7.07
manjeri,75,in,78,11.12,76.12,82.4,13.87
mount isa,0,au,24,-20.73,139.49,78.8,9.17
natal,75,br,88,-5.81,-35.21,77.0,4.7
ippy,12,cf,82,6.26,21.2,78.98,6.29
loukhi,56,ru,54,66.08,33.04,45.41,7.63
mulanje,75,mw,63,-16.03,35.5,60.8,5.82
hun,20,ly,88,50.34,4.87,63.68,4.7
kedrovyy,40,ru,40,56.17,91.82,69.8,4.47
itacoatiara,44,br,99,-3.14,-58.44,74.21,2.75
ola,75,ru,54,59.58,151.3,59.0,4.47
sechura,0,pe,92,-5.56,-80.82,66.02,11.1
bata,40,gq,100,1.87,9.77,78.8,5.82
jilib,92,so,88,0.49,42.79,77.54,10.31
taicheng,100,cn,100,22.25,112.8,77.9,11.77
gazanjyk,0,tm,39,39.24,55.52,86.0,3.27
whitefish,1,us,87,48.41,-114.33,50.0,1.19
punta silum,36,ph,87,8.38,124.27,87.35,11.32
bacungan,75,ph,66,9.87,118.73,89.6,4.7
bogatoye,0,ru,56,53.06,51.33,60.44,8.52
marienburg,0,sr,45,52.12,9.98,64.4,8.05
ati,0,td,39,13.21,18.34,85.28,7.78
knysna,0,za,20,-34.04,23.05,73.4,16.11
akdepe,0,tm,35,42.05,59.39,86.92,13.87
gijon,90,es,93,43.54,-5.66,59.0,7.23
roald,75,no,81,62.58,6.12,51.8,3.36
satara,100,in,100,17.69,74.0,74.12,2.86
ilhabela,92,br,100,-23.78,-45.36,69.62,4.61
slave lake,1,ca,71,55.28,-114.77,50.0,3.27
aksarka,92,ru,98,66.56,67.8,44.33,4.09
ponta do sol,64,cv,97,-20.63,-46.0,57.92,3.04
bossangoa,48,cf,85,6.5,17.45,74.3,7.78
boende,44,cd,76,-0.28,20.88,75.02,2.71
cedar city,1,us,25,37.68,-113.06,62.6,5.82
tilichiki,8,ru,82,60.47,166.1,48.47,4.76
midland,68,us,27,32.0,-102.08,86.86,9.17
belyy yar,0,ru,50,53.6,91.39,75.2,11.18
tarauaca,0,br,92,-8.16,-70.77,66.92,2.71
pocosol,40,cr,94,10.37,-84.62,69.8,2.24
batagay,0,ru,59,67.65,134.64,67.55,4.32
priargunsk,8,ru,67,50.37,119.09,68.63,7.07
gat,0,ly,95,14.69,-16.54,70.34,6.85
madison,1,us,87,43.07,-89.38,61.25,4.7
panjab,0,af,69,34.38,67.02,55.67,3.04
rochester,75,us,77,44.02,-92.46,64.99,6.11
namibe,0,ao,91,-15.19,12.15,73.67,7.74
fujin,92,cn,100,47.24,132.03,62.15,14.9
xian,90,cn,93,42.76,-8.49,56.66,8.05
tucurui,36,br,96,-3.77,-49.67,73.94,1.97
progreso,0,mx,93,-34.68,-56.22,44.6,5.82
mahajanga,0,mg,69,-15.72,46.32,75.2,4.7
carballo,20,es,82,43.21,-8.69,57.11,10.29
dharchula,8,in,62,29.85,80.53,64.22,0.96
oga,24,jp,95,8.18,5.65,74.03,6.78
fonte boa,36,br,97,-2.51,-66.09,72.41,2.71
alofi,80,nu,83,-19.06,-169.92,77.0,3.36
bilma,0,ne,15,18.69,12.92,83.57,4.83
sobolevo,0,ru,69,54.43,31.9,54.77,8.34
geraldton,90,au,81,49.72,-86.95,51.8,6.93
lodja,0,cd,72,-3.52,23.6,69.8,3.87
goulburn,8,au,78,-34.75,149.72,55.94,6.11
tsabong,0,bw,65,-26.02,22.4,37.04,2.98
luau,0,ao,47,-10.7,22.23,58.64,6.11
praya,40,id,55,-8.71,116.27,89.6,8.05
nabire,56,id,89,-3.36,135.5,76.73,0.18
roma,0,au,83,41.89,12.48,67.44,3.87
ongole,76,in,61,15.51,80.05,92.93,11.59
bonavista,0,ca,93,48.65,-53.11,35.6,9.13
sanming,92,cn,87,26.24,117.6,75.02,2.82
khromtau,20,kz,43,50.26,58.44,73.22,15.12
khandyga,36,ru,37,62.65,135.58,68.18,3.31
bonthe,92,sl,97,7.53,-12.5,77.72,2.04
kamaishi,20,jp,37,39.28,141.86,86.0,8.05
nome,1,us,88,30.04,-94.42,75.63,4.76
weston,90,us,93,41.2,-73.38,57.9,3.36
pringsewu,64,id,75,-5.36,104.98,83.57,3.04
sao jose da coroa grande,92,br,100,-8.9,-35.15,72.77,3.09
pimentel,8,pe,97,-3.7,-45.5,72.5,2.3
sri aman,75,my,70,1.24,111.46,91.4,3.36
petropavlovka,32,ru,52,50.61,105.32,71.15,4.05
hosanagara,92,in,100,13.92,75.07,72.32,5.77
kailua,90,us,83,21.39,-157.74,73.85,11.41
ponnampet,88,in,100,12.15,75.93,71.24,9.01
jiayuguan,80,cn,54,39.77,98.29,56.3,7.85
victoria point,40,au,60,-27.58,153.3,68.0,9.17
tahe,0,cn,46,52.34,124.71,71.24,5.5
porto novo,75,cv,93,-23.68,-45.44,62.6,6.93
orlik,24,ru,58,52.51,99.83,53.33,3.2
la rioja,0,ar,87,-29.41,-66.86,40.55,3.38
tshikapa,0,cd,78,-6.42,20.79,62.24,5.06
conway,1,us,100,33.84,-79.05,71.92,5.99
antofagasta,20,cl,81,-23.65,-70.4,53.6,2.24
pochutla,44,mx,100,15.74,-96.47,83.48,7.07
salalah,75,om,70,17.01,54.1,86.0,9.17
phan thiet,68,vn,99,10.93,108.1,82.85,13.27
berlevag,75,no,100,70.86,29.09,35.4,18.34
quatre cocos,40,mu,65,-20.21,57.76,82.4,14.99
tazovskiy,92,ru,88,67.47,78.7,38.48,3.04
alice springs,20,au,9,-23.7,133.88,78.8,8.05
vagay,68,ru,30,57.94,69.02,79.43,14.9
chirongui,20,yt,57,-12.93,45.15,80.6,14.99
buraydah,5,sa,25,26.33,43.97,98.6,14.99
mazamari,36,pe,89,-11.33,-74.53,63.77,2.26
gornopravdinsk,80,ru,50,60.06,69.92,74.84,10.02
sterling,75,us,77,39.0,-77.4,61.29,4.7
manaus,75,br,88,-3.13,-59.98,76.08,3.36
pabianice,0,pl,38,51.66,19.36,60.8,10.29
castrovillari,24,it,77,39.82,16.2,68.99,2.82
pangnirtung,92,ca,98,66.15,-65.72,30.2,5.21
chichibu,1,jp,51,35.99,139.07,82.4,13.87
boa vista,20,br,94,2.82,-60.67,77.0,5.82
middle island,90,kn,93,40.88,-72.94,55.99,3.36
taree,40,au,59,-31.91,152.46,64.4,8.05
bulungu,0,cd,78,-4.54,18.6,64.4,4.54
hervey bay,76,au,100,-25.3,152.85,64.58,15.17
aswan,0,eg,22,24.09,32.9,86.0,9.17
south lake tahoe,1,us,41,38.93,-119.98,54.16,3.2
kanniyakumari,80,in,100,8.08,77.57,78.89,18.41
adre,0,td,29,13.47,22.2,76.37,3.87
pokrovsk,0,ru,33,48.28,37.18,66.47,12.66
sur,0,om,78,22.57,59.53,91.04,5.1
lexington,1,us,77,38.05,-84.5,57.69,3.36
victor harbor,0,au,39,-35.55,138.62,64.4,20.8
vidim,0,ru,55,50.47,14.53,61.68,5.82
taksimo,48,ru,61,56.36,114.84,63.5,2.59
ossora,32,ru,100,59.24,163.07,39.29,2.86
grootfontein,0,na,74,-19.56,18.1,37.49,5.99
lincoln,90,us,93,53.23,-0.54,51.42,9.17
aparecida do taboado,44,br,97,-20.08,-51.1,67.28,2.98
westport,20,ie,67,53.8,-9.52,59.0,3.36
sistranda,75,no,93,63.73,8.83,48.2,19.46
carutapera,8,br,96,-1.2,-46.02,76.01,5.39
muzhi,80,ru,95,65.4,64.7,47.3,5.88
havre-saint-pierre,20,ca,86,50.23,-63.6,33.8,3.36
sapele,92,ng,96,5.89,5.68,77.54,4.32
baraboo,1,us,93,43.47,-89.74,59.72,5.77
poim,0,ru,68,53.03,43.19,55.4,6.33
lubango,0,ao,62,-14.92,13.49,46.13,4.38
chabahar,0,ir,91,25.29,60.65,88.61,5.5
dunedin,0,nz,90,-45.87,170.5,43.07,14.45
morro bay,90,us,87,35.37,-120.85,55.4,2.71
faya,20,td,42,18.39,42.45,80.6,12.75
sao filipe,36,cv,99,14.9,-24.5,72.5,9.08
fairbanks,75,us,76,64.84,-147.72,59.02,8.75
sokoni,0,tz,66,-12.89,28.78,51.62,7.23
hualmay,36,pe,99,-11.1,-77.61,56.66,0.69
schwerte,0,de,73,51.45,7.57,69.8,5.82
manono,0,cd,40,-7.3,27.4,72.23,18.41
gornyy,0,ru,53,51.76,48.54,61.79,7.29
urengoy,64,ru,75,65.96,78.37,46.4,9.31
coihaique,0,cl,86,-45.58,-72.07,30.79,5.82
baft,0,ir,15,29.23,56.61,87.17,5.1
santa rosa,0,bo,75,-36.62,-64.29,43.97,14.94
mbigou,20,ga,96,-1.9,11.91,68.72,2.75
komae,20,jp,48,35.63,139.58,80.6,11.41
salzkotten,0,de,68,51.67,8.61,66.99,5.82
tarnogskiy gorodok,24,ru,55,60.5,43.58,50.72,9.08
yanam,68,in,80,16.73,82.22,87.26,14.05
tateyama,20,jp,48,36.66,137.31,82.4,9.17
singaraja,100,id,72,-8.11,115.08,82.58,2.37
port hardy,90,ca,71,50.7,-127.42,53.6,5.82
college,75,us,76,64.86,-147.8,59.02,8.75
moron,8,mn,93,10.49,-68.2,63.41,1.81
loandjili,75,cg,94,-4.77,11.87,73.4,3.36
biak,92,id,95,-0.91,122.88,79.97,4.83
valdemarpils,0,lv,50,57.37,22.59,57.2,4.7
tomatlan,32,mx,93,19.93,-105.25,73.67,2.86
kungurtug,20,ru,42,50.6,97.53,61.34,4.38
portland,40,au,67,45.52,-122.67,58.51,3.36
asyut,0,eg,39,27.18,31.19,78.8,8.05
hays,1,us,69,38.88,-99.33,75.7,13.87
huilong,0,cn,66,28.89,110.18,81.95,4.61
xuanzhou,56,cn,78,30.95,118.78,83.57,6.51
deogarh,8,in,72,21.53,84.72,91.85,7.23
narrabri,68,au,54,-30.33,149.78,66.56,8.75
las navas,48,ph,98,12.34,125.03,84.92,21.54
mehamn,75,no,100,71.03,27.85,37.4,18.34
zhezkazgan,75,kz,11,47.8,67.71,89.6,15.66
camocim,88,br,96,-2.9,-40.84,74.93,7.11
telma,0,ru,38,52.7,103.72,75.2,8.95
moses lake,1,us,41,47.13,-119.28,61.74,4.7
ugoofaaru,92,mv,99,5.67,73.0,83.21,17.63
tezu,0,in,72,27.93,96.16,78.62,1.7
fort frances,1,ca,100,48.61,-93.4,44.6,9.13
soto,0,an,38,-32.69,28.13,60.8,12.75
lithakia,20,gr,78,37.72,20.83,76.44,2.24
half moon bay,20,us,71,37.46,-122.43,56.68,16.11
trairi,48,br,100,-3.28,-39.27,79.79,14.79
dunn,75,us,82,35.31,-78.61,68.32,3.36
derzhavinsk,0,kz,33,51.1,66.31,86.9,5.88
viareggio,0,it,93,43.87,10.25,59.47,3.36
maceio,90,br,94,-9.67,-35.74,71.6,2.24
vostok,92,ru,95,46.45,135.83,61.52,2.82
baglung,92,np,91,28.27,83.59,68.18,0.47
savyntsi,0,ua,40,49.4,37.05,65.48,7.85
banjar,0,id,49,-7.37,108.54,89.42,3.87
durban,90,za,93,43.54,0.58,59.56,3.36
almeirim,75,br,87,39.21,-8.63,60.28,6.93
bandundu,0,cd,74,-3.32,17.38,69.35,6.22
jos,12,ng,92,9.92,8.9,68.45,6.73
gisborne,92,nz,93,-38.66,178.02,47.84,14.27
huittinen,0,fi,57,61.18,22.7,50.0,11.41
todos santos,0,mx,100,23.45,-110.23,68.27,2.59
gorom-gorom,24,bf,69,14.45,-0.24,82.31,9.91
obo,92,cf,96,5.39,26.49,70.79,6.73
polovinnoye,36,ru,43,54.79,65.99,82.22,21.16
rawson,0,ar,96,-43.3,-65.11,28.49,7.4
baturaja,8,id,79,-4.12,104.17,89.51,2.82
bryan,1,us,78,30.67,-96.37,79.72,6.93
garowe,0,so,39,8.41,48.48,87.62,21.21
ulety,64,ru,68,51.36,112.48,63.77,5.73
belem,64,br,96,-6.45,-64.49,72.32,0.51
comodoro rivadavia,0,ar,60,-45.87,-67.48,39.2,4.7
nouadhibou,0,mr,64,20.93,-17.03,71.6,17.22
samarinda,56,id,84,-0.5,117.14,83.84,2.98
ko samui,20,th,63,9.54,99.94,91.4,14.99
verkhnyaya inta,12,ru,60,65.99,60.32,46.4,6.33
reconquista,0,ar,95,-29.14,-59.64,42.17,7.0
rumphi,0,mw,85,-11.02,33.86,52.16,3.98
los llanos de aridane,40,es,68,28.66,-17.92,68.0,8.05
kathmandu,75,np,65,27.71,85.32,82.4,3.36
okha,0,ru,73,53.59,142.95,48.2,16.69
tuy hoa,76,vn,74,13.08,109.3,88.97,14.83
mtwara,0,tz,100,-10.28,40.18,72.23,14.45
port augusta,40,au,26,-32.49,137.76,69.8,24.16
kysyl-syr,0,ru,26,63.9,122.77,75.47,7.23
tubajon,56,ph,87,10.33,125.56,86.27,20.42
porto nacional,0,br,83,-10.7,-48.41,71.6,6.93
atar,0,mr,35,20.52,-13.05,77.36,6.78
kenai,1,us,71,60.55,-151.26,54.48,4.7
abalak,8,ne,61,15.46,6.28,79.16,10.36
