City Name,Country Code,Lat,Lon
yar,ru,58.08,51.75
klamath falls,us,42.63,-122.25
kochki,ru,54.16,80.61
karaton,kz,46.46,52.57
marcona,pe,-20.67,-84.02
gamba,ga,-4.09,7.7
bandar-e anzali,ir,37.85,49.91
ingham,au,-19.11,146.17
ovalle,cl,-31.02,-74.24
gainesville,us,34.34,-83.98
itarema,br,4.16,-37.54
vincennes,us,38.73,-87.38
katrineholm,se,58.81,16.29
hoquiam,us,47.53,-124.24
kota tinggi,my,1.63,104.01
morgan city,us,27.88,-91.46
cumana,ve,10.42,-64.31
tessalit,ml,23.34,4.82
vittoria,it,36.85,14.33
omsukchan,ru,60.05,155.84
warqla,dz,27.55,6.04
san cayetano,co,5.34,-74.09
aswan,eg,22.27,28.23
hadsund,dk,56.61,10.17
kozhva,ru,65.52,56.48
okhotsk,ru,61.05,144.0
jardim,br,4.73,-33.52
gambo,ca,48.28,-54.0
capitan bado,py,-23.08,-55.78
ekhabi,ru,53.87,144.36
viedma,ar,-42.13,-60.37
meyungs,pw,13.42,133.17
bulgan,mn,47.26,103.25
babu,cn,24.94,111.71
benidorm,es,37.9,0.12
san clemente,cl,-35.92,-70.33
nizhniy odes,ru,63.76,54.37
koroni,gr,36.64,22.18
lebyazhye,ru,55.13,66.27
komsomolskiy,ru,75.17,173.67
baruun-urt,mn,46.97,114.66
aldan,ru,58.4,123.98
voh,nc,-22.72,163.38
matay,eg,27.37,27.85
khorixas,na,-19.99,14.84
benghazi,ly,33.96,18.86
verkhovazhye,ru,60.26,41.84
sao raimundo nonato,br,-9.48,-43.04
tasbuget,kz,43.38,64.92
manono,cd,-7.76,26.33
rassvet,ru,57.3,91.85
lerik,az,38.81,48.12
port-cartier,ca,50.97,-67.61
teahupoo,pf,-18.1,-149.38
nemuro,jp,40.95,145.7
sao miguel do araguaia,br,-13.45,-51.72
chilca,pe,-13.02,-77.51
price,us,37.72,-110.48
samarai,pg,-15.27,150.94
roald,no,72.75,0.04
koundara,gn,12.2,-13.35
leningradskiy,ru,82.2,175.94
kruisfontein,za,-57.39,25.67
santo tomas,pe,-14.37,-72.18
aktau,kz,42.67,49.93
quang ngai,vn,16.08,111.51
ngerengere,tz,-6.86,38.09
sulangan,ph,11.39,128.34
hokitika,nz,-41.13,168.73
inta,ru,68.14,58.96
agboville,ci,5.83,-4.25
diffa,ne,13.17,13.64
calabozo,ve,8.56,-68.37
elat,il,28.91,35.16
kamenka,ru,72.52,44.83
oriximina,br,1.24,-57.13
pringsewu,id,-8.25,101.8
chaiyaphum,th,15.67,102.1
jining,cn,41.8,113.46
saraland,us,31.09,-88.46
muncie,us,40.16,-85.14
veraval,in,17.4,68.54
ahumada,mx,29.91,-106.22
luchow,de,52.95,11.01
haapiti,pf,-19.0,-151.06
brainerd,us,46.22,-93.46
karachev,ru,53.09,34.81
colares,pt,38.07,-13.46
fort myers beach,us,25.35,-83.86
puerto wilches,co,7.38,-73.82
prachuap khiri khan,th,11.66,99.59
mafinga,tz,-7.75,35.02
seminole,us,27.38,-85.39
bolungarvik,is,68.92,-28.59
rolante,br,-29.87,-50.68
west wendover,us,39.96,-114.17
baykit,ru,63.95,93.7
narovchat,ru,54.09,43.65
upington,za,-29.74,20.26
sussex,ca,46.04,-65.48
ostersund,se,62.76,15.9
nuuk,gl,61.24,-54.56
maningrida,au,-10.63,134.1
heishan,cn,41.8,121.9
alindao,cf,4.97,20.95
tempoal,mx,21.59,-98.37
damavand,ir,35.87,52.5
tripoli,ly,33.78,12.78
ryki,pl,51.58,22.26
kudahuvadhoo,mv,1.99,70.04
regina,ca,49.76,-104.6
yuzhno-yeniseyskiy,ru,59.98,94.36
pouso alegre,br,-22.38,-45.89
ciudad bolivar,ve,5.4,-64.33
sumbe,ao,-10.44,12.28
volovo,ru,51.97,37.95
merauke,id,-7.54,136.97
presidente epitacio,br,-21.48,-52.8
lujan,ar,-32.99,-69.61
scottsbluff,us,42.18,-103.67
jiayuguan,cn,43.12,98.24
karema,tz,-6.11,30.12
berlevag,no,76.14,29.74
cheuskiny,ru,61.47,72.06
miri,my,5.38,113.6
marrakesh,ma,31.05,-6.16
severnyy,ru,70.02,64.47
barcelos,br,-0.86,-60.71
nishihara,jp,19.27,133.6
norilsk,ru,69.13,88.27
vila,vu,-15.72,170.34
rypin,pl,52.99,19.51
aripuana,br,-10.66,-58.5
bonavista,ca,53.01,-49.21
xghajra,mt,36.19,14.87
drumnadrochit,gb,57.29,-4.9
sarahan,in,31.96,78.09
axim,gh,-3.5,-2.35
obama,jp,35.43,135.64
surgut,ru,61.52,73.96
biak,id,3.12,138.24
havoysund,no,73.43,24.17
ijaki,ki,-3.73,175.81
godda,in,24.98,87.45
nizhniy tsasuchey,ru,49.97,115.24
yumen,cn,39.11,97.51
talawdi,sd,10.45,30.5
saint-leu,re,-22.29,53.98
quelimane,mz,-20.44,37.51
havre-saint-pierre,ca,50.73,-62.25
dauphin,ca,51.66,-98.58
konstantinovka,ru,49.37,128.22
grand island,us,41.86,-99.02
akyab,mm,20.14,93.71
odweyne,so,9.58,45.57
linqing,cn,36.91,115.38
christchurch,nz,-48.36,176.63
envira,br,-7.39,-69.66
evensk,ru,64.38,159.29
alugan,ph,17.27,132.23
san luis,ar,-33.99,-67.15
windhoek,na,-22.49,17.44
tulagi,sb,-9.4,160.63
maniitsoq,gl,64.05,-53.23
uige,ao,-6.77,15.5
chancay,pe,-11.58,-77.74
tabiauea,ki,-3.31,168.52
warmbad,na,-29.05,19.38
nelson bay,au,-35.6,156.83
dargaville,nz,-37.3,172.04
luwuk,id,-1.96,124.51
kedrovyy,ru,59.15,79.04
rafai,cf,6.61,24.22
sepolno krajenskie,pl,53.49,17.6
anloga,gh,4.57,1.09
meinung,tw,23.0,120.52
bambanglipuro,id,-11.11,110.7
chipinge,zw,-20.58,33.54
gorom-gorom,bf,14.8,0.16
santana do livramento,br,-30.59,-55.66
antalaha,mg,-14.05,54.53
manggar,id,-1.85,109.62
gambat,pk,27.38,68.42
kendari,id,-3.81,125.33
nabire,id,-3.3,134.77
butembo,cd,0.27,28.08
catazaja,mx,17.84,-92.09
karaul,ru,68.36,84.25
giyon,et,7.99,37.76
soure,br,-0.48,-49.16
starotimoshkino,ru,53.8,47.57
tari,pg,-5.72,142.87
moron,mn,48.19,99.01
novoseleznevo,ru,56.04,68.97
kinchil,mx,20.82,-90.13
fukue,jp,30.93,127.36
mount isa,au,-17.18,140.18
pioner,ru,55.38,85.8
sao joao do piaui,br,-8.46,-42.26
guanica,us,17.79,-66.99
panguna,pg,-6.29,153.49
plouzane,fr,47.1,-5.47
lichinga,mz,-12.65,35.21
port hardy,ca,41.38,-140.11
pryazha,ru,61.49,33.9
cabedelo,br,-6.89,-34.64
sayyan,ye,16.38,45.8
chico,us,39.74,-121.87
nizhniy kuranakh,ru,60.9,123.47
mizpe ramon,il,30.3,34.14
tieli,cn,46.19,128.26
marawi,sd,19.65,27.16
muroto,jp,30.09,135.21
deputatskiy,ru,70.15,142.44
takoradi,gh,-2.03,-0.3
tigre,pa,12.25,-78.05
dubai,ae,24.83,55.13
muhos,fi,65.12,26.78
yabrud,sy,34.21,36.77
san matias,bo,-16.15,-59.03
mutsamudu,km,-7.95,47.32
mulchen,cl,-37.73,-71.07
saint-pierre,pm,37.12,-54.75
nanga eboko,cm,5.09,12.33
weatherford,us,36.14,-98.56
progreso,mx,23.81,-90.22
vagur,fo,60.4,-5.83
presidente medici,br,-11.99,-62.53
viligili,mv,1.23,74.27
basoko,cd,1.37,24.16
great yarmouth,gb,54.4,2.0
zhuhai,cn,19.64,113.59
bima,id,-7.62,119.62
dhana,in,23.68,78.8
acapulco,mx,5.28,-106.13
inverell,au,-30.12,151.1
boende,cd,-0.59,21.86
necochea,ar,-41.81,-58.83
itacoatiara,br,-1.95,-58.75
perelyub,ru,51.16,50.59
japura,br,-1.61,-71.64
ballina,au,-30.83,159.02
shimoda,jp,22.7,143.33
afrikanda,ru,67.0,33.18
pak phanang,th,8.95,101.12
jiroft,ir,28.12,58.57
egvekinot,ru,61.73,-179.86
covington,us,33.29,-83.78
wollongong,au,-34.13,150.74
neiafu,to,-17.97,-177.51
arauca,co,6.84,-70.72
krasnogvardeyets,ru,52.84,52.48
volchikha,ru,52.19,80.69
vostok,ru,50.7,146.35
chunoyar,ru,57.18,96.81
nipawin,ca,54.38,-103.64
dakar,sn,15.95,-19.69
neuquen,ar,-38.84,-68.44
mbaiki,cf,2.97,17.67
boulder city,us,36.26,-114.59
tres picos,mx,15.98,-93.6
ottawa,ca,45.64,-75.88
sarangani,ph,4.01,126.0
palafrugell,es,41.75,3.46
shingu,jp,25.44,138.0
hirara,jp,27.69,125.05
belyy yar,ru,58.49,85.97
iiyama,jp,36.98,138.43
kabelvag,no,68.25,14.33
novochernorechenskiy,ru,56.47,91.18
walsrode,de,52.92,9.59
gloversville,us,43.79,-74.34
oconomowoc,us,42.96,-88.44
karkaralinsk,kz,50.38,75.68
viborg,dk,56.42,9.49
bourail,nc,-25.33,162.96
mazatlan,mx,22.33,-107.59
colesberg,za,-30.42,25.5
karasjok,no,69.22,25.21
houma,us,26.74,-90.28
pendleton,us,44.74,-119.05
tubruq,ly,33.27,24.21
tadine,nc,-22.08,168.7
guiratinga,br,-15.82,-53.21
sataua,ws,-4.15,-173.45
muyezerskiy,ru,63.42,31.02
tuban,ph,6.91,125.31
williams lake,ca,51.97,-122.09
baker city,us,44.51,-117.41
fevralsk,ru,53.37,130.59
halle,de,51.55,12.0
wasilla,us,61.63,-149.75
khandyga,ru,64.82,133.87
fort-shevchenko,kz,45.59,50.44
ulkan,ru,57.13,107.72
port moresby,pg,-12.08,147.07
acarau,br,9.93,-38.79
linhares,br,-19.08,-40.03
alghero,it,40.34,7.44
kyshtovka,ru,56.91,77.27
platteville,us,43.22,-90.62
linqiong,cn,32.02,101.92
araguaina,br,-7.89,-48.09
tancheng,cn,34.76,118.4
pavlovsk,ru,53.67,83.03
itacarambi,br,-15.1,-43.73
gilazi,az,41.59,49.62
dolbeau,ca,53.22,-71.59
stornoway,gb,59.06,-8.13
vallenar,cl,-26.66,-76.8
zhirnovsk,ru,50.98,44.67
aguas belas,br,-9.2,-37.14
parambu,br,-6.04,-40.62
umea,se,64.38,19.32
bogorodskoye,ru,52.52,139.58
jaguey grande,cu,22.15,-81.56
ucluelet,ca,46.01,-129.54
alta floresta,br,-10.48,-56.17
krasnomayskiy,ru,57.81,34.57
anito,ph,16.73,130.6
ambilobe,mg,-13.58,48.95
nongan,cn,44.3,125.27
agadez,ne,16.36,8.88
jasper,ca,52.02,-118.47
tianpeng,cn,32.01,103.09
abashiri,jp,43.76,144.53
tual,id,-6.13,130.46
limbang,my,2.85,115.17
uglezavodsk,ru,47.52,142.64
muriwai beach,nz,-37.43,172.61
iguape,br,-26.66,-46.16
santa fe,cu,21.86,-81.92
kaabong,ug,4.31,35.05
xiaoshi,cn,41.57,124.22
la rioja,ar,-30.55,-67.01
candawaga,ph,11.31,114.74
vitim,ru,60.57,110.58
tukrah,ly,33.46,20.79
sawakin,sd,19.13,37.51
araouane,ml,18.81,-6.42
ust-kalmanka,ru,52.06,83.5
kurilsk,ru,46.06,147.63
labytnangi,ru,68.72,67.01
katangli,ru,52.18,146.77
nisia floresta,br,-5.78,-33.16
tazovskiy,ru,70.56,77.9
broome,au,-22.7,123.05
shubarkuduk,kz,48.19,55.21
batagay-alyta,ru,65.97,129.18
enugu,ng,6.38,7.59
banyo,cm,7.03,11.52
las juntas,mx,19.52,-104.81
sao felix do xingu,br,-8.33,-53.18
winton,nz,-46.24,168.43
chumikan,ru,55.94,136.45
the hammocks,us,25.66,-80.87
mae sai,th,20.95,99.96
bukachacha,ru,55.08,116.77
longonjo,ao,-12.62,15.19
phalodi,in,27.84,72.55
nizwa,om,23.68,57.09
menongue,ao,-15.43,17.35
roshchino,ru,55.59,61.17
keetmanshoop,na,-26.62,18.52
inhambane,mz,-22.64,36.98
salinas,ec,-2.63,-82.02
french harbor,hn,17.19,-86.63
ko samui,th,10.45,101.42
pacific grove,us,33.94,-124.25
sidi ali,dz,36.18,1.07
ukiah,us,37.68,-127.0
ketchikan,us,51.75,-133.5
aban,ru,57.08,96.36
mapulo,ph,13.76,121.16
longjiang,cn,47.27,122.97
urusha,ru,53.02,123.02
turayf,sa,31.55,38.54
sterling,us,57.33,-147.92
funadhoo,mv,6.47,74.56
mogadishu,so,-1.39,47.62
muisne,ec,2.65,-84.99
whitehorse,ca,62.97,-131.91
buraydah,sa,25.3,43.83
kuala krai,my,5.46,102.19
bodmin,gb,50.41,-4.51
songjianghe,cn,42.1,127.92
pandan,ph,15.3,125.61
saryshagan,kz,45.52,73.09
sembe,cg,2.69,14.11
vikulovo,ru,56.93,70.75
edirne,tr,41.77,26.53
tigil,ru,57.26,159.14
ugoofaaru,mv,5.04,66.26
mayo,ca,64.5,-132.03
matara,lk,0.48,80.86
say,ne,12.83,1.67
chaparral,co,3.81,-75.52
puerto el triunfo,sv,11.73,-88.88
champerico,gt,9.96,-95.36
kyabram,au,-36.67,145.29
amuntai,id,-1.47,114.93
polovinnoye,ru,54.45,65.71
dakoro,ne,14.13,6.78
cumberland,us,39.76,-78.36
mitu,co,1.43,-69.65
hovd,mn,46.17,102.14
omboue,ga,-3.62,6.07
coro,ve,11.83,-69.66
one hundred mile house,ca,53.1,-120.71
wencheng,cn,37.02,121.77
lebedyan,ru,53.06,39.13
kristinehamn,se,60.48,14.05
vung tau,vn,7.2,108.93
khasan,ru,39.57,130.18
viransehir,tr,36.3,39.61
copiapo,cl,-26.97,-70.92
espanola,ca,46.27,-81.92
fuyang,cn,30.09,119.32
ardakan,ir,32.58,54.57
vrangel,ru,42.09,132.81
iztapa,gt,13.83,-90.58
ondorhaan,mn,48.46,109.83
pangai,to,-19.0,-176.22
serik,tr,36.6,30.95
chippewa falls,us,45.76,-90.86
leirvik,fo,66.59,-7.52
cockburn town,tc,21.37,-70.33
nguiu,au,-10.67,130.23
sao benedito do rio preto,br,-3.2,-43.86
prainha,br,0.22,-53.98
ngunguru,nz,-35.85,175.24
pocone,br,-16.66,-56.53
skjervoy,no,75.07,20.1
roma,au,-25.82,145.12
hailar,cn,49.66,119.73
koumac,nc,-21.33,163.87
yuncheng,cn,35.28,110.78
novoshcherbinovskaya,ru,46.47,38.69
suntar,ru,59.88,117.2
kajaani,fi,64.82,27.73
mirnyy,ru,53.56,50.32
angoche,mz,-15.95,39.85
apatity,ru,67.74,33.43
iralaya,hn,15.53,-83.13
humboldt,ca,52.51,-105.47
nandikotkur,in,16.05,78.35
ulety,ru,51.4,112.15
emerald,au,-24.26,143.62
cururupu,br,-1.06,-44.72
cody,us,44.93,-109.75
mercedes,ar,-33.27,-65.5
peniche,pt,41.78,-17.38
aybak,af,35.88,67.42
tocache,pe,-7.97,-77.04
todos santos,mx,23.25,-110.9
catamarca,ar,-27.27,-66.92
suihua,cn,47.04,126.91
kashi,cn,39.78,77.3
tateyama,jp,34.66,139.77
general roca,ar,-39.7,-65.74
sao gabriel da cachoeira,br,-0.24,-67.39
palauig,ph,14.69,118.11
kabo,cf,8.3,19.38
ambodifototra,mg,-16.6,50.41
aljezur,pt,36.79,-9.95
fort payne,us,34.45,-85.79
taguatinga,br,-12.91,-45.99
manalurpet,in,11.96,78.87
soloneshnoye,ru,51.4,84.32
qabaqcol,az,41.76,46.21
mandurah,au,-31.91,112.45
whitecourt,ca,54.07,-115.2
along,in,28.85,94.93
ginir,et,7.05,42.53
galesong,id,-5.76,118.03
burrel,al,41.64,20.06
mhango,tz,-3.32,32.56
manica,mz,-18.02,32.89
carballo,es,45.91,-10.9
ulaangom,mn,48.94,91.07
quatre cocos,mu,-17.53,66.67
berezna,ua,51.34,31.96
sandpoint,us,48.02,-116.57
mecca,sa,23.28,40.5
harindanga,in,19.58,89.5
ruatoria,nz,-33.07,179.43
mineros,bo,-17.22,-63.2
oxilithos,gr,38.49,24.19
mastung,pk,29.37,67.14
trairi,br,3.35,-35.62
kapit,my,0.54,112.93
jurilovca,ro,44.78,29.12
bouloupari,nc,-21.94,165.88
balikpapan,id,-2.09,117.43
santa cruz,cr,7.82,-88.69
pozo colorado,py,-23.01,-59.4
brandfort,za,-28.59,26.15
tocopilla,cl,-21.92,-71.51
venice,us,26.19,-84.58
tapaua,br,-5.22,-62.76
inirida,co,3.92,-65.87
puerto penasco,mx,30.72,-114.03
soligalich,ru,59.01,42.15
juchipila,mx,21.28,-103.08
ushibuka,jp,32.18,129.66
honiara,sb,-10.11,158.07
lithakia,gr,35.92,19.82
bintulu,my,5.04,111.42
vysokogornyy,ru,50.08,139.25
dongsheng,cn,40.23,108.67
blackwater,au,-23.55,148.71
chase,ca,51.22,-119.78
muborak,uz,39.33,64.87
arica,cl,-18.84,-70.49
bermeo,es,43.9,-2.45
casper,us,43.67,-106.1
pakxan,la,18.82,104.05
sao mateus,br,-19.15,-39.45
toliary,mg,-23.81,42.94
lishui,cn,28.35,119.54
katherine,au,-17.97,131.79
rincon,an,12.91,-67.94
inderborskiy,kz,49.17,51.72
marsa matruh,eg,30.89,26.82
chingirlau,kz,49.29,54.29
burica,pa,6.31,-82.19
kapoeta,sd,6.39,32.93
pingliang,cn,35.21,106.75
keningau,my,5.29,116.22
beni,cd,1.33,28.83
wattegama,lk,5.59,84.61
cascas,pe,-7.17,-78.91
natitingou,bj,10.84,1.01
samalaeulu,ws,-12.83,-171.55
salihorsk,by,52.89,27.62
cravo norte,co,7.36,-69.12
gimbi,et,9.24,35.88
presidencia roque saenz pena,ar,-25.45,-62.08
erding,de,48.33,11.87
boo,se,59.04,18.7
urdzhar,kz,45.96,82.19
ouesso,cg,1.34,16.25
guozhen,cn,33.83,107.31
chachapoyas,pe,-6.27,-78.28
tuggurt,dz,32.15,7.3
kongsvinger,no,60.36,11.88
coolum beach,au,-25.1,158.96
fare,pf,-14.6,-150.35
sechura,pe,-12.28,-89.92
ust-kulom,ru,62.36,53.59
el faiyum,eg,29.37,29.24
chake chake,tz,-6.21,44.07
kariba,zw,-15.97,29.32
kijang,id,0.25,106.05
trinidad,bo,-14.51,-65.67
qaqortoq,gl,63.8,-44.48
coulihaut,dm,15.31,-62.14
effium,ng,7.06,8.0
andarab,af,35.51,68.93
anlu,cn,31.29,113.48
soria,es,41.13,-2.66
mattru,sl,5.61,-13.26
zhovtneve,ua,51.01,24.3
sao joaquim,br,-28.25,-50.29
tautira,pf,-16.48,-142.7
sieghartskirchen,at,48.3,15.99
pokhara,np,29.56,84.12
morton grove,us,42.05,-87.78
a,no,63.92,10.38
douglas,us,31.2,-108.88
elko,us,39.57,-116.41
mamallapuram,in,11.55,83.34
macapa,br,0.93,-50.81
conceicao do araguaia,br,-9.36,-51.67
ofaqim,il,31.31,34.57
ha tinh,vn,18.32,106.17
wewak,pg,-1.76,144.11
dayong,cn,28.86,110.34
kaita,jp,34.5,132.53
louisbourg,ca,45.22,-59.4
benjamin hill,mx,29.61,-111.24
vysha,ru,53.93,42.3
tyup,kg,43.62,78.5
mao,td,14.24,14.05
swan hill,au,-35.87,143.58
dzaoudzi,yt,-12.52,45.92
gouyave,gd,13.04,-63.27
narsingi,in,18.16,78.41
birjand,ir,33.33,58.34
jinchang,cn,40.94,102.46
bose,cn,23.54,106.19
bandar-e torkaman,ir,37.21,53.9
zajecar,rs,43.87,22.36
mariental,na,-25.35,17.62
bukama,cd,-10.16,25.8
ola,ru,59.27,153.33
la roche-sur-yon,fr,46.41,-1.59
naftah,tn,33.41,7.23
sesheke,zm,-17.73,24.54
ilhabela,br,-28.21,-42.58
tir pol,af,35.02,61.66
oranjestad,aw,14.15,-70.83
gotsu,jp,36.72,130.66
luchegorsk,ru,46.38,134.38
jubayl,lb,34.39,34.99
ardistan,ir,33.11,53.28
bizhbulyak,ru,53.61,54.29
madimba,tz,-10.73,40.53
san vicente,ar,-35.42,-58.92
providencia,mx,28.43,-111.74
amet,in,25.24,73.83
paucartambo,pe,-13.44,-70.89
rairangpur,in,21.98,86.33
mackenzie,ca,56.95,-123.82
galle,lk,4.94,78.41
vytegra,ru,60.13,36.18
outjo,na,-19.46,16.25
ibipeba,br,-11.81,-41.99
yichun,cn,28.05,114.14
tamandare,br,-8.85,-34.16
ipora,br,-16.63,-50.81
kristiansund,no,65.15,7.2
rokytne,ua,51.07,27.06
nakamura,jp,31.53,133.23
methoni,gr,35.93,20.33
baghdad,iq,33.27,44.74
kadykchan,ru,60.41,146.39
liberty,us,30.02,-94.48
kambove,cd,-10.82,26.05
polson,us,47.76,-114.28
akdagmadeni,tr,39.83,36.23
haibowan,cn,40.54,106.93
cruden bay,gb,56.86,-1.29
skaudvile,lt,55.54,22.57
soubre,ci,5.84,-6.76
sokolskoye,ru,57.07,43.04
imeni poliny osipenko,ru,53.31,136.39
ewo,cg,-0.54,14.35
praia da vitoria,pt,45.15,-22.65
akdepe,tm,40.23,58.55
lewisporte,ca,49.21,-55.01
narodychi,ua,51.36,29.37
bandundu,cd,-3.56,18.1
barcelona,ph,8.62,127.71
sur,om,18.28,63.88
anzio,it,40.29,11.88
maceio,br,-11.5,-32.92
reconquista,ar,-29.7,-59.94
tavda,ru,58.1,65.28
garden city,us,39.18,-101.03
teguldet,ru,57.88,88.19
gushikawa,jp,21.34,135.53
xixiang,cn,35.08,113.0
mahenge,tz,-9.26,36.8
pangoa,pe,-11.25,-72.77
krasnyy oktyabr,ua,48.21,38.11
melfi,td,10.65,18.41
kupang,id,-12.91,122.49
elbrus,ru,43.4,42.81
haarby,dk,55.2,10.09
dongkan,cn,34.8,120.41
makamba,bi,-4.41,29.48
minden,us,32.62,-92.98
key west,us,24.75,-81.84
dwarka,in,20.65,65.71
crab hill,bb,14.23,-59.15
qandala,so,10.34,49.82
port augusta,au,-27.95,138.43
tomatlan,mx,19.17,-108.12
tomigusuku,jp,26.52,126.83
edgewater,us,29.19,-80.29
koltubanovskiy,ru,52.96,52.17
icod de los vinos,es,29.13,-16.82
garissa,ke,0.0,39.44
tarbagatay,ru,51.17,107.03
sivaki,ru,51.44,126.3
rudbar,af,31.17,63.17
tongren,cn,28.25,108.92
healdsburg,us,37.4,-124.75
staraya kulatka,ru,52.91,47.51
ahuimanu,us,30.49,-154.6
bom jesus,br,-9.84,-43.74
khanewal,pk,30.18,72.09
mango,tg,10.86,0.94
luan,cn,31.45,115.86
miguel calmon,br,-11.37,-40.86
lima,pe,-14.62,-82.21
mitsamiouli,km,-9.1,45.08
markova,ru,58.11,106.33
tabas,ir,33.56,55.49
kedougou,sn,12.72,-12.42
tarauaca,br,-7.7,-71.16
raposa,br,-6.76,-44.52
sidhi,in,24.37,82.37
musenita,ro,47.96,26.02
yinchuan,cn,38.38,107.42
lucea,jm,18.23,-79.82
bargur,in,12.6,78.33
kainantu,pg,-6.11,146.57
tomra,no,62.62,6.96
ocampo,mx,27.22,-102.57
gambela,et,7.89,34.65
puerto vallarta,mx,20.48,-105.58
toora-khem,ru,53.81,96.55
sahuaripa,mx,29.6,-109.01
nova olinda do norte,br,-3.92,-59.16
huambo,ao,-13.36,15.92
krasnoarmeysk,kz,53.3,69.46
severo-yeniseyskiy,ru,62.05,93.66
galdar,es,29.07,-15.57
skibbereen,ie,47.98,-11.28
mpika,zm,-11.13,31.5
sieradz,pl,51.59,18.44
kibala,ao,-10.08,14.32
bereda,so,11.82,54.07
aksu,kz,51.48,77.0
esna,eg,24.58,31.67
vidalia,us,31.95,-82.74
krasnyy chikoy,ru,49.61,108.78
villa bruzual,ve,8.98,-68.69
svobodnyy,ru,51.18,128.03
alotau,pg,-10.18,148.95
tungkang,tw,20.78,120.25
noyabrsk,ru,62.56,74.51
stolin,by,52.29,26.91
calubcub,ph,13.62,121.62
bacuit,ph,13.4,114.63
kailua,us,23.99,-156.65
lucapa,ao,-7.53,19.97
cubuk,tr,40.4,32.58
chlorakas,cy,34.93,31.45
galiwinku,au,-9.87,136.42
shache,cn,38.82,77.59
johi,pk,26.83,67.39
aykhal,ru,65.28,107.98
hvide sande,dk,55.52,6.49
puerto leguizamo,co,-0.99,-72.9
coromandel,nz,-35.62,175.66
jabiru,au,-12.31,132.07
kemin,kg,42.72,75.76
harnosand,se,63.08,18.2
moranbah,au,-21.12,147.22
pareora,nz,-45.29,171.75
mumbwa,zm,-15.18,27.25
tatahuicapan,mx,18.24,-94.73
catarman,ph,9.03,124.6
sokoni,tz,-6.77,40.99
the pas,ca,53.71,-100.47
camopi,gf,3.22,-53.43
cavalcante,br,-14.15,-47.61
shyroke,ua,47.78,33.21
awbari,ly,28.33,10.9
vilyuysk,ru,60.95,122.3
micomeseng,gq,2.36,10.89
uray,ru,60.22,65.21
horta,pt,35.74,-27.88
akonolinga,cm,3.84,12.66
mount pleasant,us,30.96,-79.19
karwar,in,13.65,72.52
trapani,it,38.82,12.16
afmadu,so,0.19,41.97
casma,pe,-9.59,-78.08
la romana,do,16.89,-68.84
ahwa,in,20.75,73.67
manzanillo,mx,15.61,-105.72
bend,us,44.21,-121.64
goya,ar,-30.01,-58.8
mbini,gq,1.41,7.32
mudigere,in,13.11,75.58
vlore,al,40.52,19.09
mendahara,id,-0.71,103.13
sintea mare,ro,46.58,21.63
tillabery,ne,14.3,1.15
skelleftea,se,65.83,19.48
barbar,sd,18.69,35.18
porbandar,in,18.67,66.64
rawannawi,ki,2.72,174.63
cockburn harbour,tc,22.83,-72.04
orlovskiy,ru,50.72,114.78
smila,ua,49.07,32.01
oktyabrskoye,ru,63.11,68.47
grand centre,ca,59.75,-109.69
shitanjing,cn,39.05,104.86
havelock,us,32.63,-73.95
vilkaviskis,lt,54.71,23.07
xunchang,cn,28.08,104.81
dovers,vc,12.39,-60.78
canyon lake,us,29.8,-98.44
tingi,tz,-11.81,35.16
aqtobe,kz,50.46,56.58
novikovo,ru,45.68,144.9
zhoucheng,cn,24.42,101.04
atoka,us,35.37,-89.75
oktyabrskiy,ru,52.34,156.23
jian,cn,26.75,115.1
ajdabiya,ly,30.54,20.88
les cayes,ht,17.62,-73.45
birin,dz,34.62,3.99
auburn,us,43.04,-76.78
pinerolo,it,44.81,7.26
xichang,cn,28.35,103.07
la palma,pa,6.76,-81.09
karoi,zw,-16.21,29.86
warrnambool,au,-39.47,142.68
vera cruz,br,-12.71,-41.05
bartow,us,27.63,-81.89
barber,an,12.25,-69.05
nanhai,cn,29.75,111.43
cagayan de tawi-tawi,ph,6.87,118.39
russkiy,ru,43.08,131.76
barinas,ve,8.74,-70.18
makhu,in,31.13,75.06
satipo,pe,-10.99,-74.57
ambovombe,mg,-32.41,47.55
pasni,pk,24.4,63.81
simpang,id,-0.61,104.33
kenora,ca,49.44,-93.86
kalianget,id,-5.6,115.17
ankazoabo,mg,-22.33,44.66
boden,se,66.08,21.72
dimbokro,ci,6.63,-4.85
akodia,in,23.31,76.46
manuk mangkaw,ph,4.51,120.19
saurimo,ao,-9.32,18.43
capoterra,it,38.18,9.24
churhat,in,24.3,81.55
tawang,in,27.91,91.64
nueva italia de ruiz,mx,18.88,-102.06
amga,ru,61.03,132.81
pakxe,la,15.34,105.84
pojuca,br,-12.28,-38.35
lhokseumawe,id,5.09,97.12
bukavu,cd,-2.86,28.73
gangotri,in,32.64,80.41
mastic beach,us,40.23,-72.19
poso,id,-0.85,121.07
nove straseci,cz,50.11,13.84
socorro,us,34.24,-107.12
sim,ru,54.61,57.6
nuevo progreso,mx,23.28,-97.53
nyurba,ru,66.51,118.43
denia,es,38.37,0.87
devils lake,us,47.88,-99.35
tambacounda,sn,13.37,-13.24
seohara,in,29.17,78.56
chernyshevskiy,ru,61.53,111.42
dandong,cn,39.32,125.96
maloshuyka,ru,64.47,36.82
san francisco,ar,-29.35,-62.7
medeiros neto,br,-17.31,-39.91
